Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,0.5,mg/L,,,,10/27/2010,15:58:00,10/27/2010 15:58,10/27/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,,,
LND-001,"Nitrate, Total (as N)",Data Unavailable,,=,0.01,mg/L,,,,10/28/2010,12:40:00,10/28/2010 12:40,10/28/2010,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,,,
LND-001,"Nitrate, Total (as N)",Data Unavailable,,=,0.28,mg/L,,,,10/31/2010,10:45:00,10/31/2010 10:45,10/31/2010,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  October 2010,,,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.7,mg/L,,,,11/2/2010,7:55:00,11/2/2010 7:55,11/2/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
LND-002,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.5,mg/L,,,,11/3/2010,8:40:00,11/3/2010 8:40,11/3/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,,,
LND-002,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.4,mg/L,,,,11/3/2010,8:40:00,11/3/2010 8:40,11/3/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,,,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.9,mg/L,,,,11/9/2010,8:15:00,11/9/2010 8:15,11/9/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
LND-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.8,mg/L,,,,11/10/2010,10:15:00,11/10/2010 10:15,11/10/2010,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,,,
LND-002,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,10.5,mg/L,,,,11/11/2010,17:30:00,11/11/2010 17:30,11/11/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,,,
LND-002,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.9,mg/L,,,,11/14/2010,0:05:00,11/14/2010 0:05,11/14/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,,,
LND-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.9,mg/L,,,,11/14/2010,0:14:00,11/14/2010 0:14,11/14/2010,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,,,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,1.9,mg/L,,,,11/16/2010,7:35:00,11/16/2010 7:35,11/16/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.8,mg/L,,,,11/23/2010,7:55:00,11/23/2010 7:55,11/23/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.9,mg/L,,,,11/30/2010,8:00:00,11/30/2010 8:00,11/30/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  November 2010,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.5,mg/L,,,,12/7/2010,7:55:00,12/7/2010 7:55,12/7/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
LND-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.4,mg/L,,,,12/7/2010,11:50:00,12/7/2010 11:50,12/9/2010,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,,,
LND-002,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,9.9,mg/L,,,,12/10/2010,18:25:00,12/10/2010 18:25,12/11/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,,,
LND-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.4,mg/L,,,,12/12/2010,0:04:00,12/12/2010 0:04,12/13/2010,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,,,
LND-002,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.6,mg/L,,,,12/12/2010,0:20:00,12/12/2010 0:20,12/13/2010,0:00:00,,,SESP,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,,,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,2.8,mg/L,,,,12/14/2010,8:05:00,12/14/2010 8:05,12/14/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4,mg/L,,,,12/21/2010,8:10:00,12/21/2010 8:10,12/21/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.8,mg/L,,,,12/28/2010,8:08:00,12/28/2010 8:08,12/28/2010,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  December 2010,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.7,mg/L,,,,1/4/2011,8:00:00,1/4/2011 8:00,1/4/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.7,mg/L,,,,1/11/2011,7:50:00,1/11/2011 7:50,1/11/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,3.8,mg/L,,,,1/19/2011,8:15:00,1/19/2011 8:15,1/19/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.7,mg/L,,,,1/25/2011,8:15:00,1/25/2011 8:15,1/25/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  January 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.7,mg/L,,,,2/1/2011,8:15:00,2/1/2011 8:15,2/1/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.8,mg/L,,,,2/8/2011,7:40:00,2/8/2011 7:40,2/8/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.6,mg/L,,,,2/15/2011,8:15:00,2/15/2011 8:15,2/15/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.6,mg/L,,,,2/22/2011,8:08:00,2/22/2011 8:08,2/22/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  February 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.4,mg/L,,,,3/2/2011,8:35:00,3/2/2011 8:35,3/2/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.1,mg/L,,,,3/8/2011,8:20:00,3/8/2011 8:20,3/8/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.5,mg/L,,,,3/16/2011,9:52:00,3/16/2011 9:52,3/16/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,7.1,mg/L,,,,3/23/2011,8:10:00,3/23/2011 8:10,3/23/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,6.6,mg/L,,,,3/29/2011,7:55:00,3/29/2011 7:55,3/29/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  March 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,6.1,mg/L,,,,4/5/2011,8:05:00,4/5/2011 8:05,4/5/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,37.779167,-121.3,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,5.2,mg/L,,,,4/8/2011,8:00:00,4/8/2011 8:00,4/8/2011,0:00:00,,,SESP diversion,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,5.2,mg/L,,,,4/9/2011,9:45:00,4/9/2011 9:45,4/9/2011,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,7.7,mg/L,,,,4/10/2011,0:10:00,4/10/2011 0:10,4/10/2011,0:00:00,,,SESP diversion,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,8,mg/L,,,,4/10/2011,3:13:00,4/10/2011 3:13,4/10/2011,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,4.8,mg/L,,,,4/17/2011,9:16:00,4/17/2011 9:16,4/17/2011,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
LND-001,"Nitrate, Total (as N)",Data Unavailable,,=,5.01,mg/L,,,,4/18/2011,10:42:00,4/18/2011 10:42,4/18/2011,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.4,mg/L,,,,4/23/2011,8:37:00,4/23/2011 8:37,4/23/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,4.6,mg/L,,,,4/26/2011,7:55:00,4/26/2011 7:55,4/26/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,37.779167,-121.3,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,7.1,mg/L,,,,4/27/2011,0:38:00,4/27/2011 0:38,4/27/2011,0:00:00,,,SESP diversion,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,4.1,mg/L,,,,4/27/2011,10:10:00,4/27/2011 10:10,4/27/2011,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  April 2011,,,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,4.6,mg/L,,,,5/1/2011,0:45:00,5/1/2011 0:45,5/2/2011,0:00:00,,,SESP diversion,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,,,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,4.7,mg/L,,,,5/1/2011,7:45:00,5/1/2011 7:45,5/2/2011,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,,,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.6,mg/L,,,,5/4/2011,8:00:00,5/4/2011 8:00,5/4/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,37.779167,-121.3,
EFF-001,"Nitrate, Total (as N)",Standard Method (20th) 4500-NO3 E: Cadmium Reduction Method,,=,5.8,mg/L,,,,5/10/2011,8:00:00,5/10/2011 8:00,5/10/2011,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,37.779167,-121.3,
LND-002,"Nitrate, Total (as N)",Data Unavailable,,=,5.8,mg/L,,,,5/13/2011,14:40:00,5/13/2011 14:40,5/14/2011,0:00:00,,,SESP diversion,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for  May 2011,,,
