Date,DRP** mg/L P,Flow_gal,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2001-09-20,,38440000.0,9.0,21.6,,,0.52,,,,,,,7.0,2001.0,38.0,7.32,,25.7,
2001-09-21,,37250000.0,9.0,22.0,,,0.52,,,,,,,8.0,2001.0,37.0,7.39,,25.6,
2001-09-22,,38440000.0,9.0,23.4,,,0.52,,,,,,,7.0,2001.0,38.0,7.54,,26.0,
2001-09-23,,40120000.0,9.0,22.8,,,0.52,,,,,,,8.0,2001.0,40.0,7.26,,25.5,
2001-09-24,,37310000.0,9.0,20.7,0.24,1.58,0.52,,,,23.0,,1.0,7.0,2001.0,37.0,7.28,,24.7,
2001-09-25,,37750000.0,9.0,20.7,,,0.52,,,,,,,7.0,2001.0,38.0,7.31,,25.1,
2001-09-26,,37940000.0,9.0,22.0,,,0.52,,,,,,,8.0,2001.0,38.0,7.28,,25.8,
2001-09-27,,37620000.0,9.0,22.2,,,0.52,,,,,,,6.0,2001.0,38.0,7.29,,25.5,
2001-09-28,,37000000.0,9.0,21.4,,,0.52,,,,,,,7.0,2001.0,37.0,7.37,,25.9,
2001-09-29,,38310000.0,9.0,20.9,,,0.52,,,,,,,8.0,2001.0,38.0,7.62,,26.0,
2001-09-30,,38500000.0,9.0,21.2,,,0.52,,,,,,,6.0,2001.0,39.0,7.47,,25.6,
2001-10-01,,38060000.0,10.0,19.7,,,0.52,,,,,,,8.0,2001.0,38.0,7.37,,27.0,
2001-10-02,,38310000.0,10.0,19.9,0.19,0.79,0.52,,,,22.3,,0.96,9.0,2001.0,38.0,7.4,,26.8,
2001-10-03,,37250000.0,10.0,20.3,,,0.52,,,,,,,6.0,2001.0,37.0,7.47,,25.6,
2001-10-04,,36750000.0,10.0,20.9,,,0.52,,,,,,,9.0,2001.0,37.0,7.4,,25.2,
2001-10-05,,37690000.0,10.0,22.6,,,0.52,,,,,,,7.0,2001.0,38.0,7.48,,24.8,
2001-10-06,,41060000.0,10.0,24.1,,,0.52,,,,,,,10.0,2001.0,41.0,7.71,,25.0,
2001-10-07,,38250000.0,10.0,23.6,,,0.52,,,,,,,11.0,2001.0,38.0,7.37,,26.0,
2001-10-08,,38690000.0,10.0,21.4,,,0.52,,,,,,,6.0,2001.0,39.0,7.46,,25.0,
2001-10-09,,36940000.0,10.0,20.6,,,0.52,,,,,,,5.0,2001.0,37.0,7.36,,25.0,
2001-10-10,,36000000.0,10.0,21.7,,,0.52,,,,,,,5.0,2001.0,36.0,7.26,,26.0,
2001-10-11,,36120000.0,10.0,23.4,0.25,1.05,0.52,,,,25.6,,0.68,4.0,2001.0,36.0,7.32,,25.0,
2001-10-12,,35810000.0,10.0,23.3,,,0.52,,,,,,,6.0,2001.0,36.0,7.33,,26.0,
2001-10-13,,36940000.0,10.0,23.7,,,0.52,,,,,,,8.0,2001.0,37.0,7.46,,26.0,
2001-10-14,,38000000.0,10.0,23.2,,,0.52,,,,,,,5.0,2001.0,38.0,7.46,,25.0,
2001-10-15,,36750000.0,10.0,21.3,,,0.52,,,,,,,7.0,2001.0,37.0,7.33,,26.0,
2001-10-16,,36310000.0,10.0,20.4,0.16,1.65,0.52,,,,22.6,,0.94,8.0,2001.0,36.0,7.35,,25.0,
2001-10-17,,36560000.0,10.0,23.0,,,0.52,,,,,,,6.0,2001.0,37.0,7.45,,25.0,
2001-10-18,,36750000.0,10.0,23.7,,,0.52,,,,,,,7.0,2001.0,37.0,7.41,,25.4,
2001-10-19,,36940000.0,10.0,23.6,,,0.52,,,,,,,9.0,2001.0,37.0,7.45,,25.3,
2001-10-20,,37560000.0,10.0,24.5,,,0.52,,,,,,,7.0,2001.0,38.0,7.33,,25.0,
2001-10-21,,38310000.0,10.0,22.8,,,0.52,,,,,,,6.0,2001.0,38.0,7.52,,24.7,
2001-10-22,,37620000.0,10.0,21.6,,,0.52,,,,,,,8.0,2001.0,38.0,7.42,,24.9,
2001-10-23,,39560000.0,10.0,21.2,0.37,1.11,0.52,,,,23.5,,0.77,8.0,2001.0,40.0,7.43,,25.6,
2001-10-24,,38190000.0,10.0,23.0,,,0.52,,,,,,,7.0,2001.0,38.0,7.37,,25.0,
2001-10-25,,37870000.0,10.0,22.3,,,0.52,,,,,,,8.0,2001.0,38.0,7.49,,24.9,
2001-10-26,,37690000.0,10.0,23.0,,,0.52,,,,,,,8.0,2001.0,38.0,7.48,,25.1,
2001-10-27,,38120000.0,10.0,23.6,,,0.52,,,,,,,6.0,2001.0,38.0,7.5,,25.0,
2001-10-28,,37500000.0,10.0,21.8,,,0.52,,,,,,,8.0,2001.0,38.0,7.48,,24.2,
2001-10-29,,37940000.0,10.0,22.9,,,0.52,,,,,,,11.0,2001.0,38.0,7.44,,24.2,
2001-10-30,,38750000.0,10.0,20.9,0.32,1.26,0.52,,,,23.4,,0.98,10.0,2001.0,39.0,7.36,,24.6,
2001-10-31,,38060000.0,10.0,22.3,,,0.52,,,,,,,7.0,2001.0,38.0,7.46,,24.0,
2001-11-01,,38560000.0,11.0,23.4,,,0.52,,,,,,,6.0,2001.0,39.0,7.6,,23.8,
2001-11-02,,38620000.0,11.0,23.5,,,0.52,,,,,,,7.0,2001.0,39.0,7.2,,25.0,
2001-11-03,,38560000.0,11.0,22.2,,,0.52,,,,,,,6.0,2001.0,39.0,7.45,,24.6,
2001-11-04,,37620000.0,11.0,22.2,,,0.52,,,,,,,6.0,2001.0,38.0,7.4,,24.6,
2001-11-05,,38690000.0,11.0,21.4,,,0.52,,,,,,,6.0,2001.0,39.0,7.3,,25.0,
2001-11-06,,37810000.0,11.0,20.6,0.34,1.25,0.52,,,,22.9,,0.74,7.0,2001.0,38.0,7.49,,23.5,
2001-11-07,,37060000.0,11.0,22.9,,,0.52,,,,,,,6.0,2001.0,37.0,7.41,,23.9,
2001-11-08,,37120000.0,11.0,23.5,,,0.52,,,,,,,7.0,2001.0,37.0,7.42,,24.0,
2001-11-09,,37120000.0,11.0,23.5,,,0.52,,,,,,,8.0,2001.0,37.0,7.42,,24.1,
2001-11-10,,39190000.0,11.0,23.9,,,0.52,,,,,,,6.0,2001.0,39.0,7.43,,23.0,
2001-11-11,,40500000.0,11.0,22.4,,,0.52,,,,,,,7.0,2001.0,41.0,7.54,,24.0,
2001-11-12,,48940000.0,11.0,21.0,,,0.52,,,,,,,6.0,2001.0,49.0,7.36,,23.3,
2001-11-13,,41370000.0,11.0,19.9,,,0.52,,,,,,,9.0,2001.0,41.0,7.38,,22.9,
2001-11-14,,38370000.0,11.0,19.9,,,0.52,,,,,,,7.0,2001.0,38.0,7.36,,23.1,
2001-11-15,,38690000.0,11.0,21.8,0.38,1.44,0.52,,,,23.9,,0.46,8.0,2001.0,39.0,7.45,,24.0,
2001-11-16,,39190000.0,11.0,20.6,,,0.52,,,,,,,7.0,2001.0,39.0,7.5,,23.3,
2001-11-17,,40250000.0,11.0,20.0,,,0.52,,,,,,,5.0,2001.0,40.0,7.4,,23.0,
2001-11-18,,40630000.0,11.0,20.4,,,0.52,,,,,,,7.0,2001.0,41.0,7.46,,23.5,
2001-11-19,,38620000.0,11.0,19.8,,,0.52,,,,,,,7.0,2001.0,39.0,7.5,,23.4,
2001-11-20,,39060000.0,11.0,19.2,,,0.52,,,,,,,8.0,2001.0,39.0,7.56,,23.2,
2001-11-21,,46120000.0,11.0,19.8,,,0.52,,,,,,,6.0,2001.0,46.0,7.5,,22.7,
2001-11-22,,41750000.0,11.0,20.0,,,0.52,,,,,,,9.0,2001.0,42.0,7.54,,24.0,
2001-11-23,,38690000.0,11.0,18.9,,,0.52,,,,,,,7.0,2001.0,39.0,7.31,,22.5,
2001-11-24,,45870000.0,11.0,17.5,,,0.52,,,,,,,8.0,2001.0,46.0,7.4,,22.4,
2001-11-25,,45000000.0,11.0,19.8,,,0.52,,,,,,,8.0,2001.0,45.0,7.37,,22.5,
2001-11-26,,41060000.0,11.0,17.9,0.52,1.03,0.52,,,,20.1,,0.81,7.0,2001.0,41.0,7.5,,22.0,
2001-11-27,,44560000.0,11.0,17.2,,,0.52,,,,,,,7.0,2001.0,45.0,7.46,,21.8,
2001-11-28,,40560000.0,11.0,19.5,,,0.52,,,,,,,8.0,2001.0,41.0,7.4,,21.5,
2001-11-29,,51060000.0,11.0,22.0,,,0.52,,,,,,,7.0,2001.0,51.0,7.43,,20.7,
2001-11-30,,41750000.0,11.0,17.0,,,0.52,,,,,,,7.0,2001.0,42.0,7.58,,21.1,
2001-12-01,,50750000.0,12.0,18.4,,,0.52,,,,,,,5.0,2001.0,51.0,7.42,,22.0,
2001-12-02,,78870000.0,12.0,19.9,,,0.52,,,,,,,6.0,2001.0,79.0,7.25,,19.5,
2001-12-03,,78870000.0,12.0,11.1,,,0.52,,,,,,,8.0,2001.0,79.0,7.51,,20.4,
2001-12-04,,47190000.0,12.0,11.1,,,0.52,,,,,,,8.0,2001.0,47.0,7.36,,20.6,
2001-12-05,,46880000.0,12.0,16.3,,,0.52,,,,,,,7.0,2001.0,47.0,7.44,,21.0,
2001-12-06,,48560000.0,12.0,19.5,,,0.52,,,,,,,7.0,2001.0,49.0,7.47,,20.6,
2001-12-07,,45810000.0,12.0,19.3,,,0.52,,,,,,,7.0,2001.0,46.0,7.38,,21.0,
2001-12-08,,44870000.0,12.0,19.1,,,0.52,,,,,,,10.0,2001.0,45.0,7.39,,21.0,
2001-12-09,,45190000.0,12.0,19.9,,,0.52,,,,,,,10.0,2001.0,45.0,7.53,,21.3,
2001-12-10,,43750000.0,12.0,19.5,,,0.52,,,,,,,13.0,2001.0,44.0,7.47,,21.2,
2001-12-11,,42750000.0,12.0,18.9,,,0.52,,,,,,,11.0,2001.0,43.0,7.42,,21.0,
2001-12-12,,41810000.0,12.0,19.8,,,0.52,,,,,,,11.0,2001.0,42.0,7.43,,21.3,
2001-12-13,,43000000.0,12.0,20.3,,,0.52,,,,,,,10.0,2001.0,43.0,7.49,,21.2,
2001-12-14,,54060000.0,12.0,19.7,0.49,1.37,0.52,,,,21.9,,1.82,11.0,2001.0,54.0,7.33,,20.5,
2001-12-15,,47690000.0,12.0,17.8,,,0.52,,,,,,,10.0,2001.0,48.0,7.35,,21.0,
2001-12-16,,47690000.0,12.0,17.4,,,0.52,,,,,,,9.0,2001.0,48.0,7.39,,20.6,
2001-12-17,,49690000.0,12.0,17.6,,,0.52,,,,,,,15.0,2001.0,50.0,7.42,,20.7,
2001-12-18,,48120000.0,12.0,17.7,,,0.52,,,,,,,13.0,2001.0,48.0,7.37,,21.0,
2001-12-19,,46250000.0,12.0,17.5,0.29,0.76,0.52,,,,20.5,,1.55,13.0,2001.0,46.0,7.48,,20.4,
2001-12-20,,57690000.0,12.0,19.4,,,0.52,,,,,,,14.0,2001.0,58.0,7.29,,20.8,
2001-12-21,,58120000.0,12.0,15.3,,,0.52,,,,,,,13.0,2001.0,58.0,7.28,,19.5,
2001-12-22,,55940000.0,12.0,14.1,,,0.52,,,,,,,11.0,2001.0,56.0,7.42,,20.0,
2001-12-23,,57810000.0,12.0,15.8,,,0.52,,,,,,,12.0,2001.0,58.0,7.42,,19.8,
2001-12-24,,54310000.0,12.0,13.9,,,0.52,,,,,,,12.0,2001.0,54.0,7.45,,20.5,
2001-12-25,,48500000.0,12.0,15.8,,,0.52,,,,,,,16.0,2001.0,49.0,7.55,,19.5,
2001-12-26,,48940000.0,12.0,17.3,,,0.52,,,,,,,11.0,2001.0,49.0,7.38,,20.0,
2001-12-27,,46620000.0,12.0,19.0,,,0.52,,,,,,,11.0,2001.0,47.0,7.4,,20.0,
2001-12-28,,69000000.0,12.0,18.5,,,0.52,,,,,,,16.0,2001.0,69.0,7.33,,19.8,
2001-12-29,,74940000.0,12.0,17.9,,,0.52,,,,,,,18.0,2001.0,75.0,7.32,,19.0,
2001-12-30,,74560000.0,12.0,10.3,,,0.52,,,,,,,9.0,2001.0,75.0,7.28,,19.1,
2001-12-31,,80250000.0,12.0,11.2,,,0.52,,,,,,,9.0,2001.0,80.0,7.34,,18.6,
2002-01-01,,62810000.0,1.0,8.4,,,0.52,,,,,,,9.0,2002.0,63.0,7.41,,19.0,
2002-01-02,,73870000.0,1.0,11.0,0.21,0.88,0.52,,,,13.0,,0.37,10.0,2002.0,74.0,7.2,,19.0,
2002-01-03,,68120000.0,1.0,11.7,,,0.52,,,,,,,9.0,2002.0,68.0,7.2,,19.2,
2002-01-04,,60750000.0,1.0,10.9,,,0.52,,,,,,,6.0,2002.0,61.0,7.26,,19.2,
2002-01-05,,56120000.0,1.0,14.6,,,0.52,,,,,,,9.0,2002.0,56.0,7.48,,19.0,
2002-01-06,,55750000.0,1.0,15.4,,,0.52,,,,,,,10.0,2002.0,56.0,7.35,,19.5,
2002-01-07,,52750000.0,1.0,16.2,,,0.52,,,,,,,10.0,2002.0,53.0,7.24,,20.0,
2002-01-08,,50500000.0,1.0,15.5,0.2,1.1,0.52,,,,17.7,,0.98,10.0,2002.0,51.0,7.5,,20.0,
2002-01-09,,50750000.0,1.0,17.0,,,0.52,,,,,,,7.0,2002.0,51.0,7.34,,20.0,
2002-01-10,,47940000.0,1.0,18.2,,,0.52,,,,,,,7.0,2002.0,48.0,7.43,,20.0,
2002-01-11,,46940000.0,1.0,17.7,,,0.52,,,,,,,6.0,2002.0,47.0,7.48,,19.6,
2002-01-12,,47560000.0,1.0,18.4,,,0.52,,,,,,,7.0,2002.0,48.0,7.4,,20.0,
2002-01-13,,47120000.0,1.0,18.8,,,0.52,,,,,,,8.0,2002.0,47.0,7.46,,19.8,
2002-01-14,,46120000.0,1.0,17.8,,,0.52,,,,,,,8.0,2002.0,46.0,7.44,,19.5,
2002-01-15,,46000000.0,1.0,17.5,,,0.52,,,,,,,7.0,2002.0,46.0,7.31,,20.0,
2002-01-16,,45500000.0,1.0,19.4,,,0.52,,,,,,,7.0,2002.0,46.0,7.42,,19.3,
2002-01-17,,45060000.0,1.0,19.5,,,0.52,,,,,,,7.0,2002.0,45.0,7.38,,18.5,
2002-01-18,,44560000.0,1.0,19.8,,,0.52,,,,,,,7.0,2002.0,45.0,7.27,,19.8,
2002-01-19,,45000000.0,1.0,19.9,,,0.52,,,,,,,6.0,2002.0,45.0,7.42,,19.6,
2002-01-20,,44120000.0,1.0,20.2,,,0.52,,,,,,,7.0,2002.0,44.0,7.4,,20.0,
2002-01-21,,44310000.0,1.0,19.2,,,0.52,,,,,,,8.0,2002.0,44.0,7.38,,19.7,
2002-01-22,,45310000.0,1.0,19.1,0.37,1.44,0.52,,,,21.4,,1.2,7.0,2002.0,45.0,7.33,,20.0,
2002-01-23,,44870000.0,1.0,18.6,,,0.52,,,,,,,8.0,2002.0,45.0,7.44,,19.8,
2002-01-24,,43620000.0,1.0,20.3,,,0.52,,,,,,,6.0,2002.0,44.0,7.4,,20.0,
2002-01-25,,45000000.0,1.0,20.0,,,0.52,,,,,,,5.0,2002.0,45.0,7.31,,19.3,
2002-01-26,,47370000.0,1.0,20.2,,,0.52,,,,,,,7.0,2002.0,47.0,7.35,,19.0,
2002-01-27,,46940000.0,1.0,20.5,,,0.52,,,,,,,6.0,2002.0,47.0,7.46,,19.3,
2002-01-28,,45440000.0,1.0,18.7,,,0.52,,,,,,,10.0,2002.0,45.0,7.32,,19.7,
2002-01-29,,45120000.0,1.0,20.2,,,0.52,,,,,,,12.0,2002.0,45.0,7.46,,19.5,
2002-01-30,,43810000.0,1.0,20.3,,,0.52,,,,,,,8.0,2002.0,44.0,7.34,,18.8,
2002-01-31,,43750000.0,1.0,20.7,,,0.52,,,,,,,9.0,2002.0,44.0,7.44,,19.0,
2002-02-01,,43620000.0,2.0,20.9,,,0.52,,,,,,,13.0,2002.0,44.0,7.38,,18.9,
2002-02-02,,44440000.0,2.0,21.0,,,0.52,,,,,,,13.0,2002.0,44.0,7.35,,19.5,
2002-02-03,,44500000.0,2.0,21.0,,,0.52,,,,,,,11.0,2002.0,45.0,7.47,,19.6,
2002-02-04,,44310000.0,2.0,19.8,,,0.52,,,,,,,13.0,2002.0,44.0,7.35,,20.1,
2002-02-05,,36500000.0,2.0,19.8,0.3,1.65,0.52,,,,22.6,,0.96,13.0,2002.0,37.0,7.39,,19.6,
2002-02-06,,0.0,2.0,20.8,,,0.52,,,,,,,19.0,2002.0,,,,,
2002-02-07,,33000000.0,2.0,,,,0.52,,,,,,,,2002.0,33.0,7.85,,19.8,
2002-02-08,,55870000.0,2.0,20.4,,,0.52,,,,,,,14.0,2002.0,56.0,7.38,,19.0,
2002-02-09,,54810000.0,2.0,19.8,,,0.52,,,,,,,14.0,2002.0,55.0,7.37,,19.0,
2002-02-10,,51250000.0,2.0,19.7,,,0.52,,,,,,,12.0,2002.0,51.0,7.41,,18.7,
2002-02-11,,49600000.0,2.0,21.0,0.14,0.52,0.52,,,,24.2,,1.24,13.0,2002.0,50.0,7.45,,19.2,
2002-02-12,,48700000.0,2.0,20.0,,,0.52,,,,,,,13.0,2002.0,49.0,7.41,,19.6,
2002-02-13,,45700000.0,2.0,21.2,,,0.52,,,,,,,10.0,2002.0,46.0,7.36,,19.0,
2002-02-14,,45300000.0,2.0,22.0,,,0.52,,,,,,,10.0,2002.0,45.0,7.4,,20.0,
2002-02-15,,45500000.0,2.0,22.6,,,0.52,,,,,,,4.0,2002.0,46.0,7.36,,19.8,
2002-02-16,,46400000.0,2.0,20.3,,,0.52,,,,,,,6.0,2002.0,46.0,7.35,,19.5,
2002-02-17,,52200000.0,2.0,20.2,,,0.52,,,,,,,6.0,2002.0,52.0,7.44,,19.0,
2002-02-18,,50310000.0,2.0,17.0,,,0.52,,,,,,,8.0,2002.0,50.0,7.32,,19.0,
2002-02-19,,48370000.0,2.0,17.1,,,0.52,,,,,,,10.0,2002.0,48.0,7.33,,19.2,
2002-02-20,,52310000.0,2.0,17.7,,,0.52,,,,,,,12.0,2002.0,52.0,7.32,,19.8,
2002-02-21,,48500000.0,2.0,19.5,,,0.52,,,,,,,6.0,2002.0,49.0,7.3,,20.0,
2002-02-22,,48120000.0,2.0,19.9,,,0.52,,,,,,,6.0,2002.0,48.0,7.46,,20.1,
2002-02-23,,47310000.0,2.0,21.0,,,0.52,,,,,,,16.0,2002.0,47.0,7.42,,19.8,
2002-02-24,,44310000.0,2.0,20.2,,,0.52,,,,,,,7.0,2002.0,44.0,7.43,,20.2,
2002-02-25,,0.0,2.0,20.8,,,0.52,,,,,,,10.0,2002.0,,,,,
2002-02-26,,12000000.0,2.0,,,,0.52,,,,,,,5.0,2002.0,12.0,7.46,,19.9,
2002-02-27,,53440000.0,2.0,22.1,0.22,1.08,0.52,,,,24.6,,0.44,13.0,2002.0,53.0,7.19,,20.5,
2002-02-28,,53000000.0,2.0,19.9,,,0.52,,,,,,,9.0,2002.0,53.0,7.42,,20.7,
2002-03-01,,54250000.0,3.0,20.6,,,0.52,,,,,,,9.0,2002.0,54.0,7.41,,20.2,
2002-03-02,,51940000.0,3.0,21.0,,,0.52,,,,,,,12.0,2002.0,52.0,7.26,,19.5,
2002-03-03,,48000000.0,3.0,20.2,,,0.52,,,,,,,10.0,2002.0,48.0,7.36,,19.6,
2002-03-04,,48000000.0,3.0,19.3,,,0.52,,,,,,,11.0,2002.0,48.0,7.39,,20.3,
2002-03-05,,48750000.0,3.0,18.6,0.22,1.4,0.52,,,,21.4,,0.85,10.0,2002.0,49.0,7.37,,19.6,
2002-03-06,,52620000.0,3.0,19.6,,,0.52,,,,,,,11.0,2002.0,53.0,7.41,,19.7,
2002-03-07,,60500000.0,3.0,21.2,,,0.52,,,,,,,8.0,2002.0,61.0,7.42,,18.8,
2002-03-08,,53620000.0,3.0,16.2,,,0.52,,,,,,,6.0,2002.0,54.0,7.37,,18.9,
2002-03-09,,50000000.0,3.0,16.6,,,0.52,,,,,,,6.0,2002.0,50.0,7.55,,19.0,
2002-03-10,,52690000.0,3.0,18.5,,,0.52,,,,,,,7.0,2002.0,53.0,7.5,,19.5,
2002-03-11,,49870000.0,3.0,16.2,0.54,1.87,0.52,,,,20.6,,1.13,38.0,2002.0,50.0,7.41,,20.0,
2002-03-12,,48940000.0,3.0,16.5,,,0.52,,,,,,,9.0,2002.0,49.0,7.52,,19.9,
2002-03-13,,47310000.0,3.0,17.6,,,0.52,,,,,,,8.0,2002.0,47.0,7.49,,20.0,
2002-03-14,,46060000.0,3.0,19.3,,,0.52,,,,,,,8.0,2002.0,46.0,7.49,,20.1,
2002-03-15,,48060000.0,3.0,19.4,,,0.52,,,,,,,6.0,2002.0,48.0,7.35,,19.9,
2002-03-16,,49500000.0,3.0,19.7,,,0.52,,,,,,,11.0,2002.0,50.0,7.36,,19.4,
2002-03-17,,52810000.0,3.0,19.7,,,0.52,,,,,,,8.0,2002.0,53.0,7.36,,19.3,
2002-03-18,,51000000.0,3.0,18.1,0.22,1.35,0.52,,,,20.7,,0.54,11.0,2002.0,51.0,7.28,,20.0,
2002-03-19,,49370000.0,3.0,16.1,,,0.52,,,,,,,12.0,2002.0,49.0,7.37,,19.8,
2002-03-20,,47190000.0,3.0,19.4,,,0.52,,,,,,,9.0,2002.0,47.0,7.4,,20.7,
2002-03-21,,49870000.0,3.0,20.1,,,0.52,,,,,,,9.0,2002.0,50.0,7.48,,21.1,
2002-03-22,,48870000.0,3.0,20.1,,,0.52,,,,,,,9.0,2002.0,49.0,7.36,,19.2,
2002-03-23,,45250000.0,3.0,20.4,,,0.52,,,,,,,6.0,2002.0,45.0,7.44,,19.5,
2002-03-24,,52620000.0,3.0,17.9,,,0.52,,,,,,,9.0,2002.0,53.0,7.35,,19.8,
2002-03-25,,49870000.0,3.0,17.2,,,0.52,,,,,,,6.0,2002.0,50.0,7.46,,20.0,
2002-03-26,,47190000.0,3.0,17.9,,,0.52,,,,,,,10.0,2002.0,47.0,7.45,,20.7,
2002-03-27,,49750000.0,3.0,19.0,0.24,1.7,0.52,,,,21.6,,0.6,10.0,2002.0,50.0,7.36,,20.9,
2002-03-28,,48690000.0,3.0,18.4,,,0.52,,,,,,,32.0,2002.0,49.0,7.44,,21.0,
2002-03-29,,50690000.0,3.0,19.3,,,0.52,,,,,,,13.0,2002.0,51.0,7.39,,23.2,
2002-03-30,,48190000.0,3.0,17.6,,,0.52,,,,,,,10.0,2002.0,48.0,7.4,,21.0,
2002-03-31,,46880000.0,3.0,17.2,,,0.52,,,,,,,10.0,2002.0,47.0,7.36,,21.5,
2002-04-01,,44370000.0,4.0,15.6,0.18,1.22,0.52,,,,18.1,,0.6,10.0,2002.0,44.0,7.28,,21.7,
2002-04-02,,43440000.0,4.0,17.0,,,0.52,,,,,,,11.0,2002.0,43.0,7.34,,21.2,
2002-04-03,,42870000.0,4.0,18.1,,,0.52,,,,,,,11.0,2002.0,43.0,7.42,,20.8,
2002-04-04,,43870000.0,4.0,18.4,,,0.52,,,,,,,14.0,2002.0,44.0,7.51,,20.8,
2002-04-05,,43560000.0,4.0,19.4,,,0.52,,,,,,,11.0,2002.0,44.0,7.4,,21.1,
2002-04-06,,44560000.0,4.0,18.7,,,0.52,,,,,,,9.0,2002.0,45.0,7.38,,21.3,
2002-04-07,,43500000.0,4.0,19.6,,,0.52,,,,,,,8.0,2002.0,44.0,7.43,,21.8,
2002-04-08,,46620000.0,4.0,18.5,,,0.52,,,,,,,9.0,2002.0,47.0,7.45,,22.1,
2002-04-09,,43690000.0,4.0,17.7,0.18,1.34,0.52,,,,20.1,,0.58,12.0,2002.0,44.0,7.44,,21.3,
2002-04-10,,42310000.0,4.0,20.2,,,0.52,,,,,,,10.0,2002.0,42.0,7.41,,21.7,
2002-04-11,,45620000.0,4.0,21.8,,,0.52,,,,,,,9.0,2002.0,46.0,7.43,,22.0,
2002-04-12,,42870000.0,4.0,22.5,,,0.52,,,,,,,6.0,2002.0,43.0,7.37,,22.0,
2002-04-13,,44750000.0,4.0,21.7,,,0.52,,,,,,,7.0,2002.0,45.0,7.37,,21.9,
2002-04-14,,44060000.0,4.0,20.7,,,0.52,,,,,,,6.0,2002.0,44.0,7.41,,22.2,
2002-04-15,,41750000.0,4.0,20.3,,,0.52,,,,,,,7.0,2002.0,42.0,7.44,,21.4,
2002-04-16,,41250000.0,4.0,22.5,,,0.52,,,,,,,3.0,2002.0,41.0,7.49,,20.8,
2002-04-17,,43870000.0,4.0,22.0,,,0.52,,,,,,,6.0,2002.0,44.0,7.41,,21.2,
2002-04-18,,42810000.0,4.0,21.9,0.15,0.45,0.52,,,,23.5,,0.35,3.0,2002.0,43.0,7.34,,21.4,
2002-04-19,,42810000.0,4.0,21.0,,,0.52,,,,,,,6.0,2002.0,43.0,7.35,,21.6,
2002-04-20,,42870000.0,4.0,21.6,,,0.52,,,,,,,6.0,2002.0,43.0,7.41,,21.9,
2002-04-21,,42500000.0,4.0,20.7,,,0.52,,,,,,,5.0,2002.0,43.0,7.32,,21.5,
2002-04-22,,41810000.0,4.0,20.7,,,0.52,,,,,,,6.0,2002.0,42.0,7.34,,22.5,
2002-04-23,,41440000.0,4.0,19.5,,,0.52,,,,,,,6.0,2002.0,41.0,7.37,,22.3,
2002-04-24,,41500000.0,4.0,21.5,0.31,0.36,0.52,,,,23.8,,0.44,8.0,2002.0,42.0,7.47,,22.2,
2002-04-25,,41120000.0,4.0,20.1,,,0.52,,,,,,,6.0,2002.0,41.0,7.39,,22.0,
2002-04-26,,41440000.0,4.0,21.5,,,0.52,,,,,,,11.0,2002.0,41.0,7.42,,21.5,
2002-04-27,,42310000.0,4.0,20.8,,,0.52,,,,,,,6.0,2002.0,42.0,7.46,,21.6,
2002-04-28,,41870000.0,4.0,22.0,,,0.52,,,,,,,7.0,2002.0,42.0,7.46,,21.7,
2002-04-29,,42310000.0,4.0,22.0,,,0.52,,,,,,,9.0,2002.0,42.0,7.44,,21.4,
2002-04-30,,40750000.0,4.0,21.5,,,0.52,,,,,,,8.0,2002.0,41.0,7.46,,21.2,
2002-05-01,,41690000.0,5.0,23.2,,,0.52,,,,,,,10.0,2002.0,42.0,7.37,,21.9,
2002-05-02,,36620000.0,5.0,22.6,,,0.52,,,,,,,9.0,2002.0,37.0,7.42,,22.0,
2002-05-03,,41940000.0,5.0,23.3,,,0.52,,,,,,,12.0,2002.0,42.0,7.4,,22.2,
2002-05-04,,41690000.0,5.0,,,,0.52,,,,,,,11.0,2002.0,42.0,7.47,,21.6,
2002-05-05,,43370000.0,5.0,22.6,,,0.52,,,,,,,8.0,2002.0,43.0,7.47,,22.2,
2002-05-06,,42940000.0,5.0,21.4,,,0.52,,,,,,,11.0,2002.0,43.0,7.41,,22.0,
2002-05-07,,41370000.0,5.0,19.9,,,0.52,,,,,,,13.0,2002.0,41.0,7.43,,22.2,
2002-05-08,,41190000.0,5.0,22.1,,,0.52,,,,,,,12.0,2002.0,41.0,7.4,,22.5,
2002-05-09,,40690000.0,5.0,21.6,0.26,0.58,0.52,,,,24.4,,1.16,10.0,2002.0,41.0,7.52,,22.4,
2002-05-10,,41370000.0,5.0,21.4,,,0.52,,,,,,,9.0,2002.0,41.0,7.44,,21.7,
2002-05-11,,42370000.0,5.0,21.1,,,0.52,,,,,,,8.0,2002.0,42.0,7.46,,22.1,
2002-05-12,,41190000.0,5.0,21.4,,,0.52,,,,,,,10.0,2002.0,41.0,7.42,,22.6,
2002-05-13,,42060000.0,5.0,20.8,,,0.52,,,,,,,12.0,2002.0,42.0,7.27,,23.6,
2002-05-14,,42560000.0,5.0,21.1,,,0.52,,,,,,,10.0,2002.0,43.0,7.4,,22.5,
