Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2008-06-01,,6.0,,,11.04,0.37,,,,1.44,,0.39,,2008.0,4.14,,,,
2008-07-01,,7.0,,,11.04,0.37,,,,1.44,,0.39,,2008.0,4.0,,,,
2008-08-01,,8.0,,,11.04,0.37,,,,1.44,,0.39,,2008.0,3.99,,,,
2008-09-01,,9.0,,,11.04,0.37,,,,1.44,,0.39,,2008.0,3.9,,,,
2008-10-01,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2008.0,3.92,,,,
2008-11-01,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2008.0,4.34,,,,
2008-12-01,,12.0,8.6,,11.04,0.37,,,,1.44,,0.39,,2008.0,4.53,,,,
2009-01-01,,1.0,2.9,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.29,,,,
2009-02-01,,2.0,3.8,,11.04,0.37,,,,1.44,,0.39,,2009.0,8.26,,,,
2009-03-01,,3.0,3.1,,11.04,0.37,,,,1.44,,0.39,,2009.0,6.44,,,,
2009-04-01,,4.0,3.2,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.25,,,,
2009-05-01,,5.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.19,,,,
2009-06-01,,6.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.05,,,,
2009-07-01,,7.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.8,,,,
2009-08-01,,8.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.81,,,,
2009-09-01,,9.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.88,,,,
2009-10-01,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.9,,,,
2009-10-02,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.7,,,,
2009-10-03,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.8,,,,
2009-10-04,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.9,,,,
2009-10-05,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.8,,,,
2009-10-06,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.8,,,,
2009-10-07,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-10-08,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.9,,,,
2009-10-09,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.6,,,,
2009-10-10,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.7,,,,
2009-10-11,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-10-12,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.6,,,,
2009-10-13,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,9.5,,,,
2009-10-14,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,6.6,,,,
2009-10-15,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.7,,,,
2009-10-16,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.5,,,,
2009-10-17,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.4,,,,
2009-10-18,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.9,,,,
2009-10-19,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.5,,,,
2009-10-20,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.8,,,,
2009-10-21,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.2,,,,
2009-10-22,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.5,,,,
2009-10-23,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.13,,,,
2009-10-24,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.11,,,,
2009-10-25,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.18,,,,
2009-10-26,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.17,,,,
2009-10-27,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.43,,,,
2009-10-28,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.79,,,,
2009-10-29,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.17,,,,
2009-10-30,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.974,,,,
2009-10-31,,10.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,,,,,
2009-11-01,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.21,,,,
2009-11-02,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.93,,,,
2009-11-03,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.99,,,,
2009-11-04,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.98,,,,
2009-11-05,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.05,,,,
2009-11-06,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.7,,,,
2009-11-07,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.02,,,,
2009-11-08,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.32,,,,
2009-11-09,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.8,,,,
2009-11-10,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.62,,,,
2009-11-11,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.31,,,,
2009-11-12,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.66,,,,
2009-11-13,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.75,,,,
2009-11-14,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.86,,,,
2009-11-15,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.99,,,,
2009-11-16,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-11-17,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.9,,,,
2009-11-18,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.2,,,,
2009-11-19,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.5,,,,
2009-11-20,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.6,,,,
2009-11-21,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-11-22,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-11-23,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-11-24,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.0,,,,
2009-11-25,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.4,,,,
2009-11-26,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.2,,,,
2009-11-27,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.9,,,,
2009-11-28,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.0,,,,
2009-11-29,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-11-30,,11.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-12-01,,12.0,11.2,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.944,,,,
2009-12-02,,12.0,4.0,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.75,,,,
2009-12-03,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.85,,,,
2009-12-04,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.69,,,,
2009-12-05,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.9,,,,
2009-12-06,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.58,,,,
2009-12-07,,12.0,8.6,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.23,,,,
2009-12-08,,12.0,8.3,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.07,,,,
2009-12-09,,12.0,2.7,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.12,,,,
2009-12-10,,12.0,5.1,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.14,,,,
2009-12-11,,12.0,6.4,,11.04,0.37,,,,1.44,,0.39,,2009.0,5.138,,,,
2009-12-12,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,6.927,,,,
2009-12-13,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,6.6,,,,
2009-12-14,,12.0,2.2,,11.04,0.37,,,,1.44,,0.39,,2009.0,5.1,,,,
2009-12-15,,12.0,1.3,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.5,,,,
2009-12-16,,12.0,2.7,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.7,,,,
2009-12-17,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.4,,,,
2009-12-18,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.9,,,,
2009-12-19,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-12-20,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.8,,,,
2009-12-21,,12.0,5.2,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.6,,,,
2009-12-22,,12.0,4.4,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.7,,,,
2009-12-23,,12.0,4.3,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.3,,,,
2009-12-24,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.7,,,,
2009-12-25,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.0,,,,
2009-12-26,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.2,,,,
2009-12-27,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.2,,,,
2009-12-28,,12.0,4.67,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.1,,,,
2009-12-29,,12.0,3.7,,11.04,0.37,,,,1.44,,0.39,,2009.0,4.0,,,,
2009-12-30,,12.0,6.1,,11.04,0.37,,,,1.44,,0.39,,2009.0,3.2,,,,
2009-12-31,,12.0,,,11.04,0.37,,,,1.44,,0.39,,2009.0,2.9,,,,
2010-01-01,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.4,,,,
2010-01-02,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.6,,,,
2010-01-03,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.6,,,,
2010-01-04,,1.0,5.1,,11.04,0.37,,,,1.44,,0.39,,2010.0,2.8,,,,
2010-01-05,,1.0,4.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.1,,,,
2010-01-06,,1.0,5.9,,11.04,0.37,,,,1.44,,0.39,,2010.0,2.1,,,,
2010-01-07,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.0,,,,
2010-01-08,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.0,,,,
2010-01-09,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,2.8,,,,
2010-01-10,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,2.5,,,,
2010-01-11,,1.0,10.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.0,,,,
2010-01-12,,1.0,8.3,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.7,,,,
2010-01-13,,1.0,9.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.6,,,,
2010-01-14,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.3,,,,
2010-01-15,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,3.6,,,,
2010-01-16,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.0,,,,
2010-01-17,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.4,,,,
2010-01-18,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.3,,,,
2010-01-19,,1.0,9.5,,11.04,0.37,,,,1.44,,0.39,,2010.0,12.6,,,,
2010-01-20,,1.0,7.5,,11.04,0.37,,,,1.44,,0.39,,2010.0,19.3,,,,
2010-01-21,,1.0,4.6,,11.04,0.37,,,,1.44,,0.39,,2010.0,17.2,,,,
2010-01-22,,1.0,4.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,14.2,,,,
2010-01-23,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,20.25,,,,
2010-01-24,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,9.3,,,,
2010-01-25,,1.0,6.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,14.9,,,,
2010-01-26,,1.0,3.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,13.0,,,,
2010-01-27,,1.0,3.9,,11.04,0.37,,,,1.44,,0.39,,2010.0,9.1,,,,
2010-01-28,,1.0,4.5,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.9,,,,
2010-01-29,,1.0,4.3,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.1,,,,
2010-01-30,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.0,,,,
2010-01-31,,1.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.1,,,,
2010-02-01,,2.0,6.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.2,,,,
2010-02-02,,2.0,5.6,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.5,,,,
2010-02-03,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.7,,,,
2010-02-04,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.9,,,,
2010-02-05,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,10.6,,,,
2010-02-06,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,12.1,,,,
2010-02-07,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.3,,,,
2010-02-08,,2.0,0.82,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.1,,,,
2010-02-09,,2.0,2.4,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.2,,,,
2010-02-10,,2.0,4.5,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.2,,,,
2010-02-11,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.3,,,,
2010-02-12,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.5,,,,
2010-02-13,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.1,,,,
2010-02-14,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.5,,,,
2010-02-15,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.9,,,,
2010-02-16,,2.0,3.5,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.8,,,,
2010-02-17,,2.0,3.6,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.7,,,,
2010-02-18,,2.0,2.9,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.7,,,,
2010-02-19,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.8,,,,
2010-02-20,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.6,,,,
2010-02-21,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.8,,,,
2010-02-22,,2.0,4.6,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.759,,,,
2010-02-23,,2.0,4.6,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.7,,,,
2010-02-24,,2.0,6.2,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.1,,,,
2010-02-25,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.9,,,,
2010-02-26,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,10.1,,,,
2010-02-27,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,11.3,,,,
2010-02-28,,2.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.9,,,,
2010-03-01,,3.0,2.8,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.0,,,,
2010-03-02,,3.0,3.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,11.2,,,,
2010-03-03,,3.0,3.3,,11.04,0.37,,,,1.44,,0.39,,2010.0,12.5,,,,
2010-03-04,,3.0,1.4,,11.04,0.37,,,,1.44,,0.39,,2010.0,10.8,,,,
2010-03-05,,3.0,1.1,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.9,,,,
2010-03-06,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,8.1,,,,
2010-03-07,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.3,,,,
2010-03-08,,3.0,0.6,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.765,,,,
2010-03-09,,3.0,1.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.5,,,,
2010-03-10,,3.0,1.5,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.5,,,,
2010-03-11,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.9,,,,
2010-03-12,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,10.0,,,,
2010-03-13,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.8,,,,
2010-03-14,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.6,,,,
2010-03-15,,3.0,0.4,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.4,,,,
2010-03-16,,3.0,1.9,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.9,,,,
2010-03-17,,3.0,1.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.9,,,,
2010-03-18,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.9,,,,
2010-03-19,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.5,,,,
2010-03-20,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.6,,,,
2010-03-21,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,2.9,,,,
2010-03-22,,3.0,1.2,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.9,,,,
2010-03-23,,3.0,1.4,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.23,,,,
2010-03-24,,3.0,3.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.227,,,,
2010-03-25,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.048,,,,
2010-03-26,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.666,,,,
2010-03-27,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.941,,,,
2010-03-28,,3.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.309,,,,
2010-03-29,,3.0,4.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.614,,,,
2010-03-30,,3.0,4.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.5,,,,
2010-03-31,,3.0,2.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.564,,,,
2010-04-01,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.0,,,,
2010-04-02,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.7,,,,
2010-04-03,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.3,,,,
2010-04-04,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.4,,,,
2010-04-05,,4.0,1.9,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.2,,,,
2010-04-06,,4.0,0.6,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.3,,,,
2010-04-07,,4.0,4.1,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.7,,,,
2010-04-08,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.2,,,,
2010-04-09,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.7,,,,
2010-04-10,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.8,,,,
2010-04-11,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,13.0,,,,
2010-04-12,,4.0,2.11,,11.04,0.37,,,,1.44,,0.39,,2010.0,12.45,,,,
2010-04-13,,4.0,6.2,,11.04,0.37,,,,1.44,,0.39,,2010.0,9.8,,,,
2010-04-14,,4.0,11.1,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.4,,,,
2010-04-15,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.3,,,,
2010-04-16,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,7.0,,,,
2010-04-17,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.5,,,,
2010-04-18,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.38,,,,
2010-04-19,,4.0,11.1,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.91,,,,
2010-04-20,,4.0,9.0,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.97,,,,
2010-04-21,,4.0,7.2,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.55,,,,
2010-04-22,,4.0,6.5,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.02,,,,
2010-04-23,,4.0,5.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.75,,,,
2010-04-24,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.69,,,,
2010-04-25,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.61,,,,
2010-04-26,,4.0,0.9,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.91,,,,
2010-04-27,,4.0,0.4,,11.04,0.37,,,,1.44,,0.39,,2010.0,6.25,,,,
2010-04-28,,4.0,2.1,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.95,,,,
2010-04-29,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.85,,,,
2010-04-30,,4.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.46,,,,
2010-05-01,,5.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.4,,,,
2010-05-02,,5.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.4,,,,
2010-05-03,,5.0,0.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.3,,,,
2010-05-04,,5.0,0.7,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.2,,,,
2010-05-05,,5.0,0.9,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.5,,,,
2010-05-06,,5.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.7,,,,
2010-05-07,,5.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,4.6,,,,
2010-05-08,,5.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.18,,,,
2010-05-09,,5.0,,,11.04,0.37,,,,1.44,,0.39,,2010.0,5.33,,,,
