Date,Month,Year,Flow,NH3
10/5/2009,10,2009,3.8,
10/6/2009,10,2009,3.8,
10/7/2009,10,2009,4.1,
10/8/2009,10,2009,3.9,
10/9/2009,10,2009,3.6,
10/10/2009,10,2009,3.7,
10/11/2009,10,2009,4.1,
10/12/2009,10,2009,4.6,
10/13/2009,10,2009,9.5,
10/14/2009,10,2009,6.6,
10/15/2009,10,2009,4.7,
10/16/2009,10,2009,4.5,
10/17/2009,10,2009,4.4,
10/18/2009,10,2009,4.9,
10/19/2009,10,2009,4.5,
10/20/2009,10,2009,4.8,
10/21/2009,10,2009,4.2,
10/22/2009,10,2009,4.5,
10/23/2009,10,2009,4.13,
10/24/2009,10,2009,4.11,
10/25/2009,10,2009,4.18,
10/26/2009,10,2009,4.17,
10/27/2009,10,2009,4.43,
10/28/2009,10,2009,3.79,
10/29/2009,10,2009,4.17,
10/30/2009,10,2009,3.974,
10/31/2009,10,2009,,
11/1/2009,11,2009,4.21,
11/2/2009,11,2009,3.93,
11/3/2009,11,2009,3.99,
11/4/2009,11,2009,3.98,
11/5/2009,11,2009,4.05,
11/6/2009,11,2009,3.7,
11/7/2009,11,2009,4.02,
11/8/2009,11,2009,4.32,
11/9/2009,11,2009,3.8,
11/10/2009,11,2009,3.62,
11/11/2009,11,2009,4.31,
11/12/2009,11,2009,3.66,
11/13/2009,11,2009,3.75,
11/14/2009,11,2009,3.86,
11/15/2009,11,2009,3.99,
11/16/2009,11,2009,4.1,
11/17/2009,11,2009,3.9,
11/18/2009,11,2009,4.2,
11/19/2009,11,2009,3.5,
11/20/2009,11,2009,4.6,
11/21/2009,11,2009,4.1,
11/22/2009,11,2009,4.1,
11/23/2009,11,2009,4.1,
11/24/2009,11,2009,4,
11/25/2009,11,2009,4.4,
11/26/2009,11,2009,4.2,
11/27/2009,11,2009,3.9,
11/28/2009,11,2009,4,
11/29/2009,11,2009,4.1,
11/30/2009,11,2009,4.1,
12/1/2009,12,2009,3.944,11.2
12/2/2009,12,2009,3.75,4
12/3/2009,12,2009,3.85,
12/4/2009,12,2009,3.69,
12/5/2009,12,2009,3.9,
12/6/2009,12,2009,4.58,
12/7/2009,12,2009,4.23,8.6
12/8/2009,12,2009,4.07,8.3
12/9/2009,12,2009,4.12,2.7
12/10/2009,12,2009,4.14,5.1
12/11/2009,12,2009,5.138,6.4
12/12/2009,12,2009,6.927,
12/13/2009,12,2009,6.6,
12/14/2009,12,2009,5.1,2.2
12/15/2009,12,2009,4.5,1.3
12/16/2009,12,2009,4.7,2.7
12/17/2009,12,2009,4.4,
12/18/2009,12,2009,3.9,
12/19/2009,12,2009,4.1,
12/20/2009,12,2009,3.8,
12/21/2009,12,2009,3.6,5.2
12/22/2009,12,2009,3.7,4.4
12/23/2009,12,2009,3.3,4.3
12/24/2009,12,2009,3.7,
12/25/2009,12,2009,3,
12/26/2009,12,2009,4.2,
12/27/2009,12,2009,4.2,
12/28/2009,12,2009,4.1,4.67
12/29/2009,12,2009,4,3.7
12/30/2009,12,2009,3.2,6.1
12/31/2009,12,2009,2.9,
1/1/2010,1,2010,3.4,
1/2/2010,1,2010,3.6,
1/3/2010,1,2010,3.6,
1/4/2010,1,2010,2.8,5.1
1/5/2010,1,2010,3.1,4.7
1/6/2010,1,2010,2.1,5.9
1/7/2010,1,2010,3,
1/8/2010,1,2010,3,
1/9/2010,1,2010,2.8,
1/10/2010,1,2010,2.5,
1/11/2010,1,2010,3,10
1/12/2010,1,2010,4.7,8.3
1/13/2010,1,2010,4.6,9
1/14/2010,1,2010,3.3,
1/15/2010,1,2010,3.6,
1/16/2010,1,2010,4,
1/17/2010,1,2010,4.4,
1/18/2010,1,2010,8.3,
1/19/2010,1,2010,12.6,9.5
1/20/2010,1,2010,19.3,7.5
1/21/2010,1,2010,17.2,4.6
1/22/2010,1,2010,14.2,4
1/23/2010,1,2010,20.25,
1/24/2010,1,2010,9.3,
1/25/2010,1,2010,14.9,6.7
1/26/2010,1,2010,13,3.7
1/27/2010,1,2010,9.1,3.9
1/28/2010,1,2010,7.9,4.5
1/29/2010,1,2010,7.1,4.3
1/30/2010,1,2010,7,
1/31/2010,1,2010,7.1,
2/1/2010,2,2010,6.2,6.7
2/2/2010,2,2010,5.5,5.6
2/3/2010,2,2010,5.7,
2/4/2010,2,2010,8.9,
2/5/2010,2,2010,10.6,
2/6/2010,2,2010,12.1,
2/7/2010,2,2010,8.3,
2/8/2010,2,2010,8.1,0.82
2/9/2010,2,2010,8.2,2.4
2/10/2010,2,2010,7.2,4.5
2/11/2010,2,2010,6.3,
2/12/2010,2,2010,6.5,
2/13/2010,2,2010,6.1,
2/14/2010,2,2010,5.5,
2/15/2010,2,2010,4.9,
2/16/2010,2,2010,5.8,3.5
2/17/2010,2,2010,4.7,3.6
2/18/2010,2,2010,5.7,2.9
2/19/2010,2,2010,5.8,
2/20/2010,2,2010,5.6,
2/21/2010,2,2010,5.8,
2/22/2010,2,2010,5.759,4.6
2/23/2010,2,2010,8.7,4.6
2/24/2010,2,2010,8.1,6.2
2/25/2010,2,2010,7.9,
2/26/2010,2,2010,10.1,
2/27/2010,2,2010,11.3,
2/28/2010,2,2010,8.9,
3/1/2010,3,2010,8,2.8
3/2/2010,3,2010,11.2,3.7
3/3/2010,3,2010,12.5,3.3
3/4/2010,3,2010,10.8,1.4
3/5/2010,3,2010,7.9,1.1
3/6/2010,3,2010,8.1,
3/7/2010,3,2010,7.3,
3/8/2010,3,2010,7.765,0.6
3/9/2010,3,2010,7.5,1.7
3/10/2010,3,2010,6.5,1.5
3/11/2010,3,2010,5.9,
3/12/2010,3,2010,10,
3/13/2010,3,2010,6.8,
3/14/2010,3,2010,6.6,
3/15/2010,3,2010,7.4,0.4
3/16/2010,3,2010,5.9,1.9
3/17/2010,3,2010,5.9,1.7
3/18/2010,3,2010,6.9,
3/19/2010,3,2010,6.5,
3/20/2010,3,2010,6.6,
3/21/2010,3,2010,2.9,
3/22/2010,3,2010,4.9,1.2
3/23/2010,3,2010,6.23,1.4
3/24/2010,3,2010,6.227,3
3/25/2010,3,2010,6.048,
3/26/2010,3,2010,5.666,
3/27/2010,3,2010,4.941,
3/28/2010,3,2010,5.309,
3/29/2010,3,2010,5.614,4
3/30/2010,3,2010,5.5,4
3/31/2010,3,2010,5.564,2
4/1/2010,4,2010,6,
4/2/2010,4,2010,5.7,
4/3/2010,4,2010,5.3,
4/4/2010,4,2010,7.4,
4/5/2010,4,2010,7.2,1.9
4/6/2010,4,2010,6.3,0.6
4/7/2010,4,2010,5.7,4.1
4/8/2010,4,2010,5.2,
4/9/2010,4,2010,5.7,
4/10/2010,4,2010,5.8,
4/11/2010,4,2010,13,
4/12/2010,4,2010,12.45,2.11
4/13/2010,4,2010,9.8,6.2
4/14/2010,4,2010,7.4,11.1
4/15/2010,4,2010,7.3,
4/16/2010,4,2010,7,
4/17/2010,4,2010,6.5,
4/18/2010,4,2010,6.38,
4/19/2010,4,2010,6.91,11.1
4/20/2010,4,2010,6.97,9
4/21/2010,4,2010,6.55,7.2
4/22/2010,4,2010,6.02,6.5
4/23/2010,4,2010,5.75,5.7
4/24/2010,4,2010,5.69,
4/25/2010,4,2010,5.61,
4/26/2010,4,2010,5.91,0.9
4/27/2010,4,2010,6.25,0.4
4/28/2010,4,2010,5.95,2.1
4/29/2010,4,2010,5.85,
4/30/2010,4,2010,5.46,
5/1/2010,5,2010,5.4,
5/2/2010,5,2010,5.4,
5/3/2010,5,2010,5.3,0.7
5/4/2010,5,2010,5.2,0.7
5/5/2010,5,2010,5.5,0.9
5/6/2010,5,2010,4.7,
5/7/2010,5,2010,4.6,
5/8/2010,5,2010,5.18,
5/9/2010,5,2010,5.33,
5/10/2010,5,2010,5.13,0.6
5/11/2010,5,2010,5.08,0.3
5/12/2010,5,2010,5.1,0.1
5/13/2010,5,2010,5,0.1
5/14/2010,5,2010,4.6,0.1
5/15/2010,5,2010,4.8,
5/16/2010,5,2010,4.9,
5/17/2010,5,2010,7.1,0.8
5/18/2010,5,2010,7.12,0.1
5/19/2010,5,2010,7.84,0.1
5/20/2010,5,2010,6.49,
5/21/2010,5,2010,6.8,
5/22/2010,5,2010,6.8,
5/23/2010,5,2010,7.77,
5/24/2010,5,2010,6.37,0.2
5/25/2010,5,2010,7.28,
5/26/2010,5,2010,6.89,0.1
5/27/2010,5,2010,8.19,0.1
5/28/2010,5,2010,7.38,
5/29/2010,5,2010,6.96,
5/30/2010,5,2010,6.59,
5/31/2010,5,2010,7.17,
6/1/2010,6,2010,7,0.1
6/2/2010,6,2010,6.9,0
6/3/2010,6,2010,6.8,0.2
6/4/2010,6,2010,5.4,
6/5/2010,6,2010,4.6,
6/6/2010,6,2010,4.8,
6/7/2010,6,2010,4.8,0.4
6/8/2010,6,2010,4.7,0.6
6/9/2010,6,2010,4.6,0
6/10/2010,6,2010,4.6,
6/11/2010,6,2010,4.3,
6/12/2010,6,2010,4.2,
6/13/2010,6,2010,4.9,
6/14/2010,6,2010,3.66,0.15
6/15/2010,6,2010,4.35,0.1
6/16/2010,6,2010,4.24,0.1
6/17/2010,6,2010,4.16,
6/18/2010,6,2010,4.15,0.1
6/19/2010,6,2010,4.25,
6/20/2010,6,2010,4.41,
6/21/2010,6,2010,4.24,
6/22/2010,6,2010,4.11,
6/23/2010,6,2010,4.09,
6/24/2010,6,2010,4.18,
6/25/2010,6,2010,4.21,
6/26/2010,6,2010,4.08,
6/27/2010,6,2010,4.08,
6/28/2010,6,2010,4.17,
6/29/2010,6,2010,4.07,
6/30/2010,6,2010,4.21,
7/1/2010,7,2010,4.1,
7/2/2010,7,2010,4.16,
7/3/2010,7,2010,4.01,
7/4/2010,7,2010,3.87,
7/5/2010,7,2010,4.61,
7/6/2010,7,2010,3.99,
7/7/2010,7,2010,4.48,0.1
7/8/2010,7,2010,4.46,0.1
7/9/2010,7,2010,4.29,
7/10/2010,7,2010,4.27,
7/11/2010,7,2010,4.34,
7/12/2010,7,2010,4.36,
7/13/2010,7,2010,4.54,0.1
7/14/2010,7,2010,4.84,
7/15/2010,7,2010,4.18,0.1
7/16/2010,7,2010,3.85,
7/17/2010,7,2010,4.09,
7/18/2010,7,2010,4.26,
7/19/2010,7,2010,4.31,
7/20/2010,7,2010,4.29,0.46
7/21/2010,7,2010,4.2,
7/22/2010,7,2010,4.87,
7/23/2010,7,2010,4.27,
7/24/2010,7,2010,4.18,
7/25/2010,7,2010,4.23,
7/26/2010,7,2010,4.36,
7/27/2010,7,2010,4.29,
7/28/2010,7,2010,4.23,
7/29/2010,7,2010,4.14,
7/30/2010,7,2010,3.94,
7/31/2010,7,2010,4.07,
8/1/2010,8,2010,4.18,
8/2/2010,8,2010,4.07,
8/3/2010,8,2010,4.12,0.3
8/4/2010,8,2010,4.09,
8/5/2010,8,2010,4.04,
8/6/2010,8,2010,4.06,
8/7/2010,8,2010,4.02,
8/8/2010,8,2010,4.15,
8/9/2010,8,2010,4.08,
8/10/2010,8,2010,3.95,0.4
8/11/2010,8,2010,4.21,
8/12/2010,8,2010,4.03,0.3
8/13/2010,8,2010,3.97,
8/14/2010,8,2010,4.11,
8/15/2010,8,2010,4.14,
8/16/2010,8,2010,4.16,
8/17/2010,8,2010,4.1,0.4
8/18/2010,8,2010,4.13,
8/19/2010,8,2010,4.12,1.4
8/20/2010,8,2010,4.18,
8/21/2010,8,2010,4.07,
8/22/2010,8,2010,4.22,
8/23/2010,8,2010,4.21,
8/24/2010,8,2010,4.53,
8/25/2010,8,2010,3.5,5.3
8/26/2010,8,2010,4.26,6.6
8/27/2010,8,2010,3.79,
8/28/2010,8,2010,4.13,
8/29/2010,8,2010,4.33,
8/30/2010,8,2010,4.02,
8/31/2010,8,2010,4.18,
9/1/2010,9,2010,3.96,
9/2/2010,9,2010,4.32,
9/3/2010,9,2010,4.49,
9/4/2010,9,2010,5.13,7.3
9/5/2010,9,2010,5.02,
9/6/2010,9,2010,4.27,
9/7/2010,9,2010,4.04,7.8
9/8/2010,9,2010,4.3,
9/9/2010,9,2010,4.01,
9/10/2010,9,2010,4.27,5.9
9/11/2010,9,2010,4.31,
9/12/2010,9,2010,3.83,
9/13/2010,9,2010,4.16,
9/14/2010,9,2010,5.04,19
9/15/2010,9,2010,4.39,
9/16/2010,9,2010,4.09,19
9/17/2010,9,2010,4.06,
9/18/2010,9,2010,4.07,
9/19/2010,9,2010,4.25,
9/20/2010,9,2010,4.16,
9/21/2010,9,2010,4.39,13
9/22/2010,9,2010,4.47,
9/23/2010,9,2010,4.58,1.5
9/24/2010,9,2010,3.98,
9/25/2010,9,2010,3.99,
9/26/2010,9,2010,4.1,
9/27/2010,9,2010,4.15,
9/28/2010,9,2010,3.98,
9/29/2010,9,2010,4.07,
9/30/2010,9,2010,4.08,
10/1/2010,10,2010,4.04,
10/2/2010,10,2010,4.08,
10/3/2010,10,2010,4.29,
10/4/2010,10,2010,4.37,
10/5/2010,10,2010,3.91,0.1
10/6/2010,10,2010,3.98,0.1
10/7/2010,10,2010,4.13,0.1
10/8/2010,10,2010,4.11,0.1
10/9/2010,10,2010,3.77,
10/10/2010,10,2010,4.34,0.1
10/11/2010,10,2010,3.94,0.1
10/12/2010,10,2010,4.03,
10/13/2010,10,2010,4.02,0.1
10/14/2010,10,2010,3.97,0.1
10/15/2010,10,2010,4,
10/16/2010,10,2010,4.14,
10/17/2010,10,2010,4.34,
10/18/2010,10,2010,4.39,0.1
10/19/2010,10,2010,4.11,0.1
10/20/2010,10,2010,4.3,
10/21/2010,10,2010,4.37,
10/22/2010,10,2010,4.34,
10/23/2010,10,2010,4.89,
10/24/2010,10,2010,7.13,
10/25/2010,10,2010,5,
10/26/2010,10,2010,4.56,
10/27/2010,10,2010,4.49,
10/28/2010,10,2010,4.74,
10/29/2010,10,2010,4.67,
10/30/2010,10,2010,4.92,
10/31/2010,10,2010,4.55,
11/1/2010,11,2010,4.66,
11/2/2010,11,2010,4.25,0.69
11/3/2010,11,2010,4.32,0.22
11/4/2010,11,2010,4.33,0.1
11/5/2010,11,2010,4.11,0.1
11/6/2010,11,2010,4.39,
11/7/2010,11,2010,5.69,
11/8/2010,11,2010,5.17,
11/9/2010,11,2010,4.43,
11/10/2010,11,2010,4.38,
11/11/2010,11,2010,4.47,
11/12/2010,11,2010,4.45,
11/13/2010,11,2010,4.44,
11/14/2010,11,2010,4.44,
11/15/2010,11,2010,4.33,
11/16/2010,11,2010,4.25,
11/17/2010,11,2010,4.19,
11/18/2010,11,2010,4.78,
11/19/2010,11,2010,4.07,
11/20/2010,11,2010,6.44,
11/21/2010,11,2010,5.58,
11/22/2010,11,2010,5.63,
11/23/2010,11,2010,5.77,
11/24/2010,11,2010,5.3,
11/25/2010,11,2010,5.12,
11/26/2010,11,2010,4.62,
11/27/2010,11,2010,5.52,
11/28/2010,11,2010,5.06,
11/29/2010,11,2010,4.88,
11/30/2010,11,2010,4.56,
12/1/2010,12,2010,4.62,
12/2/2010,12,2010,4.34,
12/3/2010,12,2010,4.81,
12/4/2010,12,2010,4.53,
12/5/2010,12,2010,7.72,
12/6/2010,12,2010,6.76,0.75
12/7/2010,12,2010,5.66,0.13
12/8/2010,12,2010,7.57,0.04
12/9/2010,12,2010,6.2,0.15
12/10/2010,12,2010,5.39,
12/11/2010,12,2010,5.43,
12/12/2010,12,2010,5.22,
12/13/2010,12,2010,4.91,
12/14/2010,12,2010,5.07,
12/15/2010,12,2010,5.07,
12/16/2010,12,2010,5.11,
12/17/2010,12,2010,7.97,
12/18/2010,12,2010,8.89,
12/19/2010,12,2010,11.18,
12/20/2010,12,2010,11.43,
12/21/2010,12,2010,12.35,
12/22/2010,12,2010,11.62,
12/23/2010,12,2010,8.52,
12/24/2010,12,2010,7.81,
12/25/2010,12,2010,10.71,
12/26/2010,12,2010,8.74,
12/27/2010,12,2010,7.85,
12/28/2010,12,2010,12.59,
12/29/2010,12,2010,11.62,
12/30/2010,12,2010,9.07,
12/31/2010,12,2010,8.13,
1/1/2011,1,2011,10.3,
1/2/2011,1,2011,12.42,
1/3/2011,1,2011,9.42,
1/4/2011,1,2011,8.42,0.1
1/5/2011,1,2011,7.63,0.1
1/6/2011,1,2011,6.88,0.1
1/7/2011,1,2011,6.46,0.1
1/8/2011,1,2011,6.52,
1/9/2011,1,2011,6.6,
1/10/2011,1,2011,5.6,0.1
1/11/2011,1,2011,5.7,
1/12/2011,1,2011,5.25,
1/13/2011,1,2011,5.72,
1/14/2011,1,2011,5.28,
1/15/2011,1,2011,5.4,
1/16/2011,1,2011,5.21,
1/17/2011,1,2011,5.66,
1/18/2011,1,2011,5.21,
1/19/2011,1,2011,5.14,
1/20/2011,1,2011,5.13,
1/21/2011,1,2011,4.97,
1/22/2011,1,2011,5.03,
1/23/2011,1,2011,5,
1/24/2011,1,2011,5.1,
1/25/2011,1,2011,4.82,
1/26/2011,1,2011,4.94,
1/27/2011,1,2011,4.72,
1/28/2011,1,2011,4.71,
1/29/2011,1,2011,5.34,
1/30/2011,1,2011,6.38,
1/31/2011,1,2011,5.26,
2/1/2011,2,2011,5,
2/2/2011,2,2011,5.06,
2/3/2011,2,2011,4.78,
2/4/2011,2,2011,4.59,
2/5/2011,2,2011,4.81,
2/6/2011,2,2011,4.9,
2/7/2011,2,2011,4.77,
2/8/2011,2,2011,4.73,
2/9/2011,2,2011,4.69,
2/10/2011,2,2011,4.56,
2/11/2011,2,2011,4.56,0.13
2/12/2011,2,2011,4.93,0.12
2/13/2011,2,2011,4.94,0.11
2/14/2011,2,2011,6.11,0.13
2/15/2011,2,2011,8.59,0.12
2/16/2011,2,2011,9.23,0.11
2/17/2011,2,2011,13.58,0.11
2/18/2011,2,2011,13.36,0.56
2/19/2011,2,2011,11.88,
2/20/2011,2,2011,9.39,
2/21/2011,2,2011,8.79,
2/22/2011,2,2011,7.55,
2/23/2011,2,2011,6.83,
2/24/2011,2,2011,8.4,
2/25/2011,2,2011,10.45,
2/26/2011,2,2011,8.38,
2/27/2011,2,2011,7.54,
2/28/2011,2,2011,6.6,
3/1/2011,3,2011,7.99,
3/2/2011,3,2011,11.16,
3/3/2011,3,2011,8.6,
3/4/2011,3,2011,7.74,
3/5/2011,3,2011,7.82,
3/6/2011,3,2011,11.3,
3/7/2011,3,2011,8.69,
3/8/2011,3,2011,7.525,
3/9/2011,3,2011,7.25,
3/10/2011,3,2011,6.84,
3/11/2011,3,2011,6.3,
3/12/2011,3,2011,6.07,
3/13/2011,3,2011,7.5,
3/14/2011,3,2011,7.17,0.1
3/15/2011,3,2011,9.88,0.1
3/16/2011,3,2011,9.15,0.1
3/17/2011,3,2011,8.46,0.1
3/18/2011,3,2011,12.78,0.1
3/19/2011,3,2011,19.42,
3/20/2011,3,2011,16.56,
3/21/2011,3,2011,11.78,
3/22/2011,3,2011,12.54,
3/23/2011,3,2011,13.33,
3/24/2011,3,2011,19.97,
3/25/2011,3,2011,14.88,
3/26/2011,3,2011,14.78,
3/27/2011,3,2011,11.49,
3/28/2011,3,2011,9.74,
3/29/2011,3,2011,8.64,
3/30/2011,3,2011,9.23,
3/31/2011,3,2011,7.44,
4/1/2011,4,2011,6.77,
4/2/2011,4,2011,6.66,
4/3/2011,4,2011,6.51,
4/4/2011,4,2011,6.09,
4/5/2011,4,2011,6.23,
4/6/2011,4,2011,5.82,
4/7/2011,4,2011,5.89,
4/8/2011,4,2011,5.46,
4/9/2011,4,2011,5.54,
4/10/2011,4,2011,5.52,
4/11/2011,4,2011,4.7,
4/12/2011,4,2011,5.03,
4/13/2011,4,2011,5,
4/14/2011,4,2011,4.91,
4/15/2011,4,2011,4.65,
4/16/2011,4,2011,4.77,
4/17/2011,4,2011,5.07,
4/18/2011,4,2011,5.01,
4/19/2011,4,2011,5.05,0.41
4/20/2011,4,2011,4.97,0.37
4/21/2011,4,2011,4.88,0.1
4/22/2011,4,2011,4.93,
4/23/2011,4,2011,5.08,
4/24/2011,4,2011,5.36,
4/25/2011,4,2011,4.84,
4/26/2011,4,2011,5.05,
4/27/2011,4,2011,5.38,
4/28/2011,4,2011,4.66,
4/29/2011,4,2011,4.78,
4/30/2011,4,2011,4.61,
5/1/2011,5,2011,4.75,
5/2/2011,5,2011,4.54,
5/3/2011,5,2011,4.76,
5/4/2011,5,2011,4.56,
5/5/2011,5,2011,4.63,2.3
5/6/2011,5,2011,4.58,0.33
5/7/2011,5,2011,4.78,
5/8/2011,5,2011,4.92,
5/9/2011,5,2011,4.62,0.8
5/10/2011,5,2011,4.33,0.68
5/11/2011,5,2011,4.37,0.44
5/12/2011,5,2011,4.36,0.4
5/13/2011,5,2011,4.38,0.51
5/14/2011,5,2011,4.68,
5/15/2011,5,2011,4.91,
5/16/2011,5,2011,5.97,
5/17/2011,5,2011,6.28,
5/18/2011,5,2011,5.57,
5/19/2011,5,2011,5.18,
5/20/2011,5,2011,4.78,
5/21/2011,5,2011,5.21,
5/22/2011,5,2011,5.08,
5/23/2011,5,2011,4.55,
5/24/2011,5,2011,4.4,
5/25/2011,5,2011,5,
5/26/2011,5,2011,4.5,
5/27/2011,5,2011,4.44,
5/28/2011,5,2011,4.63,
5/29/2011,5,2011,4.35,
5/30/2011,5,2011,4.91,
5/31/2011,5,2011,4.9,
6/1/2011,6,2011,4.99,
6/2/2011,6,2011,4.89,
6/3/2011,6,2011,5.7,
6/4/2011,6,2011,7.89,
6/5/2011,6,2011,6.37,
6/6/2011,6,2011,5.33,
6/7/2011,6,2011,4.99,
6/8/2011,6,2011,4.96,
6/9/2011,6,2011,4.7,
6/10/2011,6,2011,4.72,0.2
6/11/2011,6,2011,4.61,
6/12/2011,6,2011,4.76,
6/13/2011,6,2011,4.93,
6/14/2011,6,2011,4.77,
6/15/2011,6,2011,4.73,
6/16/2011,6,2011,4.45,0.14
6/17/2011,6,2011,4.42,
6/18/2011,6,2011,4.43,
6/19/2011,6,2011,4.49,
6/20/2011,6,2011,4.32,
6/21/2011,6,2011,4.25,
6/22/2011,6,2011,4.35,
6/23/2011,6,2011,4.2,
6/24/2011,6,2011,4.38,0.26
6/25/2011,6,2011,4.29,
6/26/2011,6,2011,4.31,
6/27/2011,6,2011,4.44,
6/28/2011,6,2011,5.71,
6/29/2011,6,2011,4.94,
6/30/2011,6,2011,4.58,
7/1/2011,7,2011,4.49,
7/2/2011,7,2011,4.36,
7/3/2011,7,2011,4.15,
7/4/2011,7,2011,4.47,
7/5/2011,7,2011,4.98,
7/6/2011,7,2011,4.67,
7/7/2011,7,2011,4.53,
7/8/2011,7,2011,4.49,
7/9/2011,7,2011,4.44,
7/10/2011,7,2011,4.66,
7/11/2011,7,2011,4.01,
7/12/2011,7,2011,4.41,
7/13/2011,7,2011,4.21,
7/14/2011,7,2011,4.28,
7/15/2011,7,2011,4.3,
7/16/2011,7,2011,4.48,
7/17/2011,7,2011,4.5,
7/18/2011,7,2011,4.64,
7/19/2011,7,2011,4.37,
7/20/2011,7,2011,4.25,
7/21/2011,7,2011,4.29,12.8
7/22/2011,7,2011,4.24,12.8
7/23/2011,7,2011,4.11,
7/24/2011,7,2011,4.03,
7/25/2011,7,2011,4.32,6.8
7/26/2011,7,2011,4.41,
7/27/2011,7,2011,4.62,15
7/28/2011,7,2011,4.3,
7/29/2011,7,2011,4,23
7/30/2011,7,2011,4.16,
7/31/2011,7,2011,4.23,
8/1/2011,8,2011,4.2,28
8/2/2011,8,2011,4.24,28
8/3/2011,8,2011,4.07,31
8/4/2011,8,2011,4.33,
8/5/2011,8,2011,4.34,
8/6/2011,8,2011,4.21,
8/7/2011,8,2011,4.48,
8/8/2011,8,2011,3.96,28
8/9/2011,8,2011,4.19,30
8/10/2011,8,2011,5.05,30
8/11/2011,8,2011,4.21,
8/12/2011,8,2011,4.14,
8/13/2011,8,2011,4.14,
8/14/2011,8,2011,4.26,
8/15/2011,8,2011,4.03,28
8/16/2011,8,2011,4.01,43
8/17/2011,8,2011,4.02,47
8/18/2011,8,2011,4.09,
8/19/2011,8,2011,4.09,
8/20/2011,8,2011,4.06,
8/21/2011,8,2011,4.29,
8/22/2011,8,2011,4.3,29
8/23/2011,8,2011,4.5,32
8/24/2011,8,2011,4.07,36
8/25/2011,8,2011,4.27,
8/26/2011,8,2011,4.05,
8/27/2011,8,2011,4.37,
8/28/2011,8,2011,4.44,
8/29/2011,8,2011,4.26,30
8/30/2011,8,2011,4.03,27
8/31/2011,8,2011,4.09,25
9/1/2011,9,2011,3.86,
9/2/2011,9,2011,3.94,
9/3/2011,9,2011,3.97,
9/4/2011,9,2011,3.77,
9/5/2011,9,2011,4.48,
9/6/2011,9,2011,4.07,8.12
9/7/2011,9,2011,3.95,6.34
9/8/2011,9,2011,4.08,4.76
9/9/2011,9,2011,3.96,
9/10/2011,9,2011,4.08,
9/11/2011,9,2011,4.07,
9/12/2011,9,2011,3.98,5.58
9/13/2011,9,2011,3.96,1.63
9/14/2011,9,2011,3.9,0.5
9/15/2011,9,2011,3.92,
9/16/2011,9,2011,3.84,
9/17/2011,9,2011,3.82,
9/18/2011,9,2011,3.89,
9/19/2011,9,2011,4.14,2.6
9/20/2011,9,2011,4.02,1.1
9/21/2011,9,2011,4,0.67
9/22/2011,9,2011,4.05,
9/23/2011,9,2011,3.95,
9/24/2011,9,2011,4.11,
9/25/2011,9,2011,4.26,
9/26/2011,9,2011,3.97,2.4
9/27/2011,9,2011,3.86,1.2
9/28/2011,9,2011,4,0.34
9/29/2011,9,2011,4.04,
9/30/2011,9,2011,4.05,
10/1/2011,10,2011,4.14,
