,Date,flow mgd,N+N mg/L N
150,2000-06-04,2192.5054270833334,
151,2000-06-05,2207.6530833333336,
152,2000-06-06,2153.4581354166667,
153,2000-06-07,2054.7627395833333,
154,2000-06-08,2042.0387083333335,
155,2000-06-09,2159.24790625,
156,2000-06-10,2168.0672083333334,
157,2000-06-11,2233.3031145833334,
158,2000-06-12,2327.68984375,
159,2000-06-13,2292.8838958333336,
160,2000-06-14,2155.6797916666665,
161,2000-06-15,2049.5273085106382,
162,2000-06-16,1858.4491145833333,
163,2000-06-17,1709.1942083333333,
164,2000-06-18,1653.3835104166665,
165,2000-06-19,1652.8449270833335,
166,2000-06-20,1587.4070520833334,
167,2000-06-21,1490.2600833333333,
168,2000-06-22,1386.7174375,
169,2000-06-23,1318.25003125,
170,2000-06-24,1293.1385833333331,
171,2000-06-25,1354.20046875,
172,2000-06-26,1363.3563854166666,
173,2000-06-27,1336.3598958333334,
174,2000-06-28,1279.5393541666667,
175,2000-06-29,1202.5892604166668,
176,2000-06-30,1177.4778125,
177,2000-07-01,1190.2124736842104,
178,2000-07-02,1191.41365625,
179,2000-07-03,1237.5298541666666,
180,2000-07-04,1235.240875,
181,2000-07-05,1213.63021875,
182,2000-07-06,1214.1688020833333,
183,2000-07-07,1214.1688020833333,
184,2000-07-08,1223.6613333333332,
185,2000-07-09,1253.6873541666666,
186,2000-07-10,1255.9090104166667,
187,2000-07-11,1192.5581458333334,
188,2000-07-12,1179.3628541666667,
189,2000-07-13,1200.30028125,
190,2000-07-14,1229.2491354166666,
191,2000-07-15,1246.8204166666667,
192,2000-07-16,1268.9023333333332,
193,2000-07-17,1274.7757263157894,
194,2000-07-18,1230.5282708333332,
195,2000-07-19,1202.118,
196,2000-07-20,1158.0888125,
197,2000-07-21,1123.55215625,
198,2000-07-22,1206.157375,
199,2000-07-23,1254.02396875,
200,2000-07-24,1296.2737052631578,
201,2000-07-25,1257.9286979166666,
202,2000-07-26,1194.24121875,
203,2000-07-27,1227.9026770833332,
204,2000-07-28,1223.6613333333332,
205,2000-07-29,1223.3920416666667,
206,2000-07-30,1260.7562604166667,
207,2000-07-31,1306.53584375,
208,2000-08-01,1297.0433125,
209,2000-08-02,1239.6841875,
210,2000-08-03,1247.8302604166668,
211,2000-08-04,1212.7550208333332,
212,2000-08-05,1252.00428125,
213,2000-08-06,1310.97915625,
214,2000-08-07,1340.8705312499999,
215,2000-08-08,1201.91603125,
216,2000-08-09,1138.5651666666668,
217,2000-08-10,1116.6178958333333,
218,2000-08-11,1129.0726354166668,
219,2000-08-12,1109.0777291666666,
220,2000-08-13,1182.9982916666668,
221,2000-08-14,1184.8833333333332,
222,2000-08-15,1130.5537395833333,
223,2000-08-16,1062.7595625,
224,2000-08-17,1094.9399166666667,
225,2000-08-18,1241.8385208333332,
226,2000-08-19,1367.53040625,
227,2000-08-20,1496.5884375,
228,2000-08-21,1634.1964791666664,
229,2000-08-22,1656.8843020833333,
230,2000-08-23,1682.4670104166664,
231,2000-08-24,1741.7785,
232,2000-08-25,1812.8041770833333,
233,2000-08-26,1826.2014374999999,
234,2000-08-27,1908.9413020833333,
235,2000-08-28,1916.6161145833335,
236,2000-08-29,1684.1500833333334,
237,2000-08-30,1619.1161458333333,
238,2000-08-31,1588.88815625,
239,2000-09-01,1511.9380625,
240,2000-09-02,1531.2597395833334,
241,2000-09-03,1620.59725,
242,2000-09-04,1661.6642291666665,
243,2000-09-05,1589.898,
244,2000-09-06,1507.5620729166665,
245,2000-09-07,1479.1518020833335,
246,2000-09-08,1408.5300625,
247,2000-09-09,1406.71234375,
248,2000-09-10,1466.0238333333334,
249,2000-09-11,1512.4766458333334,
250,2000-09-12,1504.46521875,
251,2000-09-13,1446.09625,
252,2000-09-14,1459.1568958333335,
253,2000-09-15,1462.7923333333333,
254,2000-09-16,1877.2322083333333,
255,2000-09-17,1669.4063645833335,
256,2000-09-18,1490.32740625,
257,2000-09-19,1387.121375,
258,2000-09-20,1428.3903229166665,
259,2000-09-21,1570.8456145833334,
260,2000-09-22,1525.6046145833334,
261,2000-09-23,1558.7948125,
262,2000-09-24,1633.3212812499999,
263,2000-09-25,1650.3539791666665,
264,2000-09-26,1557.8522916666666,
265,2000-09-27,1458.3490208333335,
266,2000-09-28,1348.8146354166665,
267,2000-09-29,1288.4933020833332,
268,2000-09-30,1254.83184375,
269,2000-10-01,1301.0826875,
270,2000-10-02,1313.3354583333332,
271,2000-10-03,1292.5273820224718,
272,2000-10-04,1314.9512083333332,
273,2000-10-05,1424.2163020833334,
274,2000-10-06,1465.7545416666665,
275,2000-10-07,1500.9644270833335,
276,2000-10-08,1567.0082083333334,
277,2000-10-09,1591.5810729166665,
278,2000-10-10,1604.8436875,
279,2000-10-11,1660.38509375,
280,2000-10-12,1783.8553229166666,
281,2000-10-13,1737.0658958333333,
282,2000-10-14,1652.9466276595745,
283,2000-10-15,1685.83315625,
284,2000-10-16,1678.57036,
285,2000-10-17,1622.41496875,
286,2000-10-18,1703.9430208333333,
287,2000-10-19,1899.1794791666666,
288,2000-10-20,2105.1876041666665,
289,2000-10-21,2207.6530833333336,
290,2000-10-22,2150.4959270833333,
291,2000-10-23,2116.5651770833333,
292,2000-10-24,2191.0243229166667,
293,2000-10-25,2175.1529453125,
294,2000-10-26,2163.3546041666664,
295,2000-10-27,2402.41828125,
296,2000-10-28,2505.0857291666666,
297,2000-10-29,2305.324,
298,2000-10-30,2136.0215,
299,2000-10-31,2129.7604687499997,
300,2000-11-01,2063.8513333333335,
301,2000-11-02,1983.0638333333334,
302,2000-11-03,1995.7205416666666,
303,2000-11-04,1904.0267291666664,
304,2000-11-05,1798.3970729166665,
305,2000-11-06,1735.2481770833333,
306,2000-11-07,1689.1319791666665,
307,2000-11-08,1655.8071354166666,
308,2000-11-09,1646.7858645833335,
309,2000-11-10,1629.2145833333334,
310,2000-11-11,1601.6121875,
311,2000-11-12,1578.8570416666666,
312,2000-11-13,1564.5172604166664,
313,2000-11-14,1586.5318541666666,
314,2000-11-15,1594.4086354166666,
315,2000-11-16,1580.3549765625,
316,2000-11-17,1572.5960104166666,
317,2000-11-18,1552.73575,
318,2000-11-19,1530.5191875,
319,2000-11-20,1520.8246875,
320,2000-11-21,1523.2483124999999,
321,2000-11-22,1535.5010833333333,
322,2000-11-23,1544.9936145833335,
323,2000-11-24,1535.56840625,
324,2000-11-25,1525.87390625,
325,2000-11-26,1527.691625,
326,2000-11-27,1539.4731354166665,
327,2000-11-28,1551.12,
328,2000-11-29,1551.9278749999999,
329,2000-11-30,1553.34165625,
330,2000-12-01,1555.5633125,
331,2000-12-02,1549.3696041666665,
332,2000-12-03,1538.7325833333334,
333,2000-12-04,1529.1727291666666,
334,2000-12-05,1509.918375,
335,2000-12-06,1484.4703124999999,
336,2000-12-07,1485.8167708333333,
337,2000-12-08,1487.1632291666665,
338,2000-12-09,1478.4112499999999,
339,2000-12-10,1477.3340833333334,
340,2000-12-11,1467.5049374999999,
341,2000-12-12,1445.671052631579,
342,2000-12-13,1447.0387708333335,
343,2000-12-14,1443.2686875,
344,2000-12-15,1441.6529375,
345,2000-12-16,1440.8450625,
346,2000-12-17,1430.746625,
347,2000-12-18,1418.2918854166664,
348,2000-12-19,1415.8682604166665,
349,2000-12-20,1408.3954166666665,
350,2000-12-21,1420.5135416666665,
351,2000-12-22,1439.2293124999999,
352,2000-12-23,1436.8056875,
353,2000-12-24,1418.6285,
354,2000-12-25,1404.9619479166665,
355,2000-12-26,1403.3461979166666,
356,2000-12-27,1406.3757291666666,
357,2000-12-28,1405.8371458333334,
358,2000-12-29,1397.62375,
359,2000-12-30,1380.1871145833334,
360,2000-12-31,1364.1642604166666,
361,2001-01-01,1351.4402291666665,
362,2001-01-02,1340.264625,
363,2001-01-03,1325.92484375,
364,2001-01-04,1306.4685208333333,
365,2001-01-05,1303.1696979166668,
366,2001-01-06,1296.7066979166666,
367,2001-01-07,1294.21575,
368,2001-01-08,1327.2039791666666,
369,2001-01-09,1442.2588437499999,
370,2001-01-10,1479.2864479166665,
371,2001-01-11,1587.474375,
372,2001-01-12,1781.3643749999999,
373,2001-01-13,1895.27475,
374,2001-01-14,1966.16578125,
375,2001-01-15,1965.76184375,
376,2001-01-16,1927.3204583333334,
377,2001-01-17,1811.9289791666665,
378,2001-01-18,1671.5606979166666,
379,2001-01-19,1620.6645729166664,
380,2001-01-20,1583.9735833333334,
381,2001-01-21,1545.66684375,
382,2001-01-22,1505.5423854166665,
383,2001-01-23,1469.72659375,
384,2001-01-24,1459.5608333333334,
385,2001-01-25,1461.1765833333334,
386,2001-01-26,1529.6439895833335,
387,2001-01-27,1668.7331354166665,
388,2001-01-28,1817.3821354166664,
389,2001-01-29,1779.8159479166666,
390,2001-01-30,1696.73946875,
391,2001-01-31,1618.3082708333334,
392,2001-02-01,1557.5829999999999,
393,2001-02-02,1508.10065625,
394,2001-02-03,1462.3883958333333,
395,2001-02-04,1422.2639374999999,
396,2001-02-05,1401.86509375,
397,2001-02-06,1393.3150833333334,
398,2001-02-07,1382.6780625,
399,2001-02-08,1365.6453645833335,
400,2001-02-09,1356.4894479166664,
401,2001-02-10,1358.7784270833333,
402,2001-02-11,1404.1540729166666,
403,2001-02-12,1555.2940208333334,
404,2001-02-13,1695.93159375,
405,2001-02-14,1869.0188125,
406,2001-02-15,1870.9038541666666,
407,2001-02-16,1906.1137395833334,
408,2001-02-17,1910.4897291666666,
409,2001-02-18,1840.9451562499999,
410,2001-02-19,1802.0325104166666,
411,2001-02-20,1798.959042105263,
412,2001-02-21,1740.0281041666665,
413,2001-02-22,1875.68378125,
414,2001-02-23,2274.168125,
415,2001-02-24,2985.2327708333332,
416,2001-02-25,3437.238833333333,
417,2001-02-26,3795.060135416667,
418,2001-02-27,3787.11603125,
419,2001-02-28,3564.7484375,
420,2001-03-01,3317.74065625,
421,2001-03-02,2935.346489583333,
422,2001-03-03,2563.4546979166666,
423,2001-03-04,2292.5472812499997,
424,2001-03-05,2376.0276979166665,
425,2001-03-06,3098.2941684210523,
426,2001-03-07,3811.890864583333,
427,2001-03-08,3637.524510416667,
428,2001-03-09,3598.5445416666666,
429,2001-03-10,3696.499385416667,
430,2001-03-11,3423.706927083333,
431,2001-03-12,2966.045739583333,
432,2001-03-13,2611.1866458333334,
433,2001-03-14,2370.10328125,
434,2001-03-15,2101.7541354166665,
435,2001-03-16,1927.5224270833335,
436,2001-03-17,1827.0766354166665,
437,2001-03-18,1734.4403020833333,
438,2001-03-19,1666.646125,
439,2001-03-20,1612.0472395833333,
440,2001-03-21,1599.3232083333335,
441,2001-03-22,1519.612875,
442,2001-03-23,1483.3258229166665,
443,2001-03-24,1447.9139687499999,
444,2001-03-25,1440.1718333333333,
445,2001-03-26,1440.1045104166665,
446,2001-03-27,1414.9257395833333,
447,2001-03-28,1383.2166458333334,
448,2001-03-29,1383.9571979166665,
449,2001-03-30,1382.9473541666666,
450,2001-03-31,1377.4941979166665,
451,2001-04-01,1345.31384375,
452,2001-04-02,1386.1115312499999,
453,2001-04-03,1404.6253333333334,
454,2001-04-04,1348.343375,
455,2001-04-05,1281.0204583333332,
456,2001-04-06,1311.9216770833332,
457,2001-04-07,1440.23915625,
458,2001-04-08,1653.5854791666666,
459,2001-04-09,1723.3320208333334,
460,2001-04-10,1673.3047157894737,
461,2001-04-11,1623.82875,
462,2001-04-12,1575.6928645833334,
463,2001-04-13,1575.2889270833334,
464,2001-04-14,1569.2298645833334,
465,2001-04-15,1543.9164479166666,
466,2001-04-16,1625.7137916666666,
467,2001-04-17,1512.94790625,
468,2001-04-18,1401.382494736842,
469,2001-04-19,1350.8343229166665,
470,2001-04-20,1952.1626145833334,
471,2001-04-21,2703.890302083333,
472,2001-04-22,2945.71421875,
473,2001-04-23,2879.737760416667,
474,2001-04-24,2852.80859375,
475,2001-04-25,2829.17825,
476,2001-04-26,2672.113885416667,
477,2001-04-27,2651.8496875,
478,2001-04-28,2702.409197916667,
479,2001-04-29,2739.638770833333,
480,2001-04-30,2641.8858958333335,
481,2001-05-01,2679.3847604166667,
482,2001-05-02,2681.13515625,
483,2001-05-03,2743.678145833333,
484,2001-05-04,2683.020197916667,
485,2001-05-05,2620.2752395833336,
486,2001-05-06,2640.943375,
487,2001-05-07,2660.063083333333,
488,2001-05-08,2671.1919157894736,
489,2001-05-09,2696.88871875,
490,2001-05-10,2595.09646875,
491,2001-05-11,2678.30759375,
492,2001-05-12,2696.88871875,
493,2001-05-13,2743.678145833333,
494,2001-05-14,2902.829520833333,
495,2001-05-15,2895.22203125,
496,2001-05-16,2895.760614583333,
497,2001-05-17,2894.7507708333333,
498,2001-05-18,2959.784708333333,
499,2001-05-19,2844.191260416667,
500,2001-05-20,2605.8681354166665,
501,2001-05-21,2249.3961263157894,
502,2001-05-22,1884.3684375,
503,2001-05-23,1585.9259479166665,
504,2001-05-24,1416.0702291666666,
505,2001-05-25,1339.65871875,
506,2001-05-26,1302.6984375,
507,2001-05-27,1295.4275625,
508,2001-05-28,1321.6161770833332,
509,2001-05-29,1364.500875,
510,2001-05-30,1304.1795416666666,
511,2001-05-31,1241.90584375,
512,2001-06-01,1239.4148958333333,
513,2001-06-02,1208.2443854166668,
514,2001-06-03,1146.7112395833333,
515,2001-06-04,1168.5911875,
516,2001-06-05,1166.8023214285715,
517,2001-06-13,988.9340441176471,
518,2001-06-14,1001.4957083333333,
519,2001-06-15,940.9050833333332,
520,2001-06-16,967.1610208333333,
521,2001-06-17,987.82915625,
522,2001-06-18,1003.3807499999999,
523,2001-06-19,914.616547368421,
524,2001-06-20,864.62821875,
525,2001-06-21,857.6939583333333,
526,2001-06-22,866.7152291666667,
527,2001-06-23,853.31796875,
528,2001-06-24,866.3112916666666,
529,2001-06-25,976.5862291666667,
530,2001-06-26,993.7535729166667,
531,2001-06-27,949.1858020833332,
532,2001-06-28,952.3499791666667,
533,2001-06-29,978.6059166666666,
534,2001-06-30,962.0444791666667,
535,2001-07-01,965.20865625,
536,2001-07-02,944.2039062499999,
537,2001-07-03,898.4916458333332,
538,2001-07-04,888.1239166666667,
539,2001-07-05,884.9597395833333,
540,2001-07-06,910.2058333333333,
541,2001-07-07,881.3243020833332,
542,2001-07-08,897.1451875,
543,2001-07-09,932.7590104166667,
544,2001-07-10,935.8558645833333,
545,2001-07-11,896.4046354166667,
546,2001-07-12,837.16046875,
547,2001-07-13,861.6660104166667,
548,2001-07-14,906.3011041666667,
549,2001-07-15,926.0940416666667,
550,2001-07-16,1026.00125,
551,2001-07-17,1017.3839166666667,
552,2001-07-18,962.987,
553,2001-07-19,890.8168333333333,
554,2001-07-20,884.2191875,
555,2001-07-21,879.0353229166667,
556,2001-07-22,891.4900625,
557,2001-07-23,955.5814791666667,
558,2001-07-24,906.43575,
559,2001-07-25,844.1620520833333,
560,2001-07-26,857.3573437499999,
561,2001-07-27,873.2455520833332,
562,2001-07-28,837.5644062499999,
563,2001-07-29,856.0782083333332,
564,2001-07-30,930.87396875,
565,2001-07-31,891.894,
566,2001-08-01,867.9943645833332,
567,2001-08-02,810.6352395833333,
568,2001-08-03,802.7584583333332,
569,2001-08-04,803.4316875,
570,2001-08-05,829.7549479166667,
571,2001-08-06,885.8349375,
572,2001-08-07,891.5573854166666,
573,2001-08-08,824.840375,
574,2001-08-09,778.7241770833333,
575,2001-08-10,740.0808229166666,
576,2001-08-11,776.5025208333333,
577,2001-08-12,816.761625,
578,2001-08-13,871.2258645833333,
579,2001-08-14,833.92896875,
580,2001-08-15,832.31321875,
581,2001-08-16,826.9273854166667,
582,2001-08-17,821.2049375,
583,2001-08-18,828.1391979166667,
584,2001-08-19,918.6885208333333,
585,2001-08-20,962.1118020833333,
586,2001-08-21,905.0219687499999,
587,2001-08-22,872.1010625,
588,2001-08-23,881.9302083333332,
589,2001-08-24,871.5624791666667,
590,2001-08-25,859.1750625,
591,2001-08-26,934.3747604166667,
592,2001-08-27,992.3397916666667,
593,2001-08-28,957.3991979166667,
594,2001-08-29,920.77553125,
595,2001-08-30,877.6215416666666,
596,2001-08-31,845.5758333333333,
597,2001-09-01,792.1887604166667,
598,2001-09-02,839.0455104166667,
599,2001-09-03,986.2134062499999,
600,2001-09-04,986.7519895833333,
601,2001-09-05,849.2112708333333,
602,2001-09-06,800.5368020833332,
603,2001-09-07,843.62346875,
604,2001-09-08,877.55421875,
605,2001-09-09,916.0629270833333,
606,2001-09-10,938.0775208333332,
607,2001-09-11,918.6885208333333,
608,2001-09-12,864.3589270833332,
609,2001-09-13,825.1769895833332,
610,2001-09-14,824.3691145833333,
611,2001-09-15,856.0782083333332,
612,2001-09-16,890.0089583333332,
613,2001-09-17,902.2617291666667,
614,2001-09-18,902.6656666666667,
615,2001-09-19,879.7085520833333,
616,2001-09-20,834.33290625,
617,2001-09-21,879.5065833333333,
618,2001-09-22,880.78571875,
619,2001-09-23,875.0632708333333,
620,2001-09-24,917.8806458333332,
621,2001-09-25,918.6211979166667,
622,2001-09-26,918.2845833333332,
623,2001-09-27,907.5129166666667,
624,2001-09-28,906.9070104166667,
625,2001-09-29,928.5176666666667,
626,2001-09-30,962.1118020833333,
627,2001-10-01,978.336625,
628,2001-10-02,937.5389375,
629,2001-10-03,876.1404375,
630,2001-10-04,841.2671666666668,
631,2001-10-05,856.54946875,
632,2001-10-06,893.3751041666667,
633,2001-10-07,969.4499999999999,
634,2001-10-08,1056.4312083333332,
635,2001-10-09,1027.3477083333332,
636,2001-10-10,1019.8075416666667,
637,2001-10-11,991.5319166666667,
638,2001-10-12,964.1314895833333,
639,2001-10-13,957.6011666666667,
640,2001-10-14,996.9850729166667,
641,2001-10-15,1003.9193333333333,
642,2001-10-16,970.9984270833332,
643,2001-10-17,976.1822916666667,
644,2001-10-18,1008.2953229166667,
645,2001-10-19,1068.5493333333332,
646,2001-10-20,1177.1411979166667,
647,2001-10-21,1279.4047083333332,
648,2001-10-22,1705.424125,
649,2001-10-23,1838.7235,
650,2001-10-24,1862.8924270833334,
651,2001-10-25,1911.2976041666666,
652,2001-10-26,2042.3753229166666,
653,2001-10-27,2025.4099479166666,
654,2001-10-28,2094.64425,
655,2001-10-29,2057.3210104166665,
656,2001-10-30,1896.8905,
657,2001-10-31,1662.0681666666665,
658,2001-11-01,1573.13459375,
659,2001-11-02,1571.4515208333335,
660,2001-11-03,1548.5617291666665,
661,2001-11-04,1445.89428125,
662,2001-11-05,1399.9800520833335,
663,2001-11-06,1371.56978125,
664,2001-11-07,1332.38784375,
665,2001-11-08,1312.19096875,
666,2001-11-09,1307.14175,
667,2001-11-10,1303.7756041666667,
668,2001-11-11,1333.3303645833334,
669,2001-11-12,1383.5532604166665,
670,2001-11-13,1415.5316458333334,
671,2001-11-14,1420.3115729166666,
672,2001-11-15,1400.1146979166665,
673,2001-11-16,1401.86509375,
674,2001-11-17,1412.0981770833334,
675,2001-11-18,1396.20996875,
676,2001-11-19,1373.4548229166664,
677,2001-11-20,1348.8146354166665,
678,2001-11-21,1320.06775,
679,2001-11-22,1294.82165625,
680,2001-11-23,1270.0468229166668,
681,2001-11-24,1241.9731666666667,
682,2001-11-25,1279.674,
683,2001-11-26,1261.6314583333333,
684,2001-11-27,1248.5034895833332,
685,2001-11-28,1242.9830104166667,
686,2001-11-29,1255.43775,
687,2001-11-30,1283.3094375,
688,2001-12-01,1253.21609375,
689,2001-12-02,1253.014125,
690,2001-12-03,1334.81146875,
691,2001-12-04,1338.5142291666666,
692,2001-12-05,1320.8083020833333,
693,2001-12-06,1333.5323333333333,
694,2001-12-07,1352.9213333333335,
695,2001-12-08,1356.6914166666666,
696,2001-12-09,1341.3417916666665,
697,2001-12-10,1294.0811041666666,
698,2001-12-11,1269.5082395833333,
699,2001-12-12,1252.00428125,
700,2001-12-13,1243.7908854166667,
701,2001-12-14,1212.5530520833333,
702,2001-12-15,1207.97509375,
703,2001-12-16,1176.4006458333333,
704,2001-12-17,1140.11359375,
705,2001-12-18,1128.1974375,
706,2001-12-19,1120.32065625,
707,2001-12-20,1118.30096875,
708,2001-12-21,1168.5911875,
709,2001-12-22,1250.79246875,
710,2001-12-23,1297.5145729166668,
711,2001-12-24,1275.0960416666667,
712,2001-12-25,1226.3542499999999,
713,2001-12-26,1193.02940625,
714,2001-12-27,1169.1297708333332,
715,2001-12-28,1149.2021875,
716,2001-12-29,1256.6495625,
717,2001-12-30,1644.0929479166666,
718,2001-12-31,3019.769427083333,
719,2002-01-01,3011.219416666667,
720,2002-01-02,2902.694875,
721,2002-01-03,2711.699760416667,
722,2002-01-04,3463.427447916667,
723,2002-01-05,3632.00403125,
724,2002-01-06,2837.7282604166667,
725,2002-01-07,2592.6055208333332,
726,2002-01-08,2297.7311458333334,
727,2002-01-09,1998.0095208333335,
728,2002-01-10,1819.6037916666664,
729,2002-01-11,1709.66546875,
730,2002-01-12,1618.0389791666664,
731,2002-01-13,1538.5979375,
732,2002-01-14,1466.0238333333334,
733,2002-01-15,1410.4151041666664,
734,2002-01-16,1365.2414270833333,
735,2002-01-17,1319.7311354166666,
736,2002-01-18,1275.5673020833333,
737,2002-01-19,1243.8582083333333,
738,2002-01-20,1218.2081770833333,
739,2002-01-21,1187.8455416666666,
740,2002-01-22,1167.0427604166666,
741,2002-01-23,1165.4270104166667,
742,2002-01-24,1151.4911666666667,
743,2002-01-25,1139.7769791666667,
744,2002-01-26,1129.61121875,
745,2002-01-27,1126.8509791666668,
746,2002-01-28,1119.2434895833333,
747,2002-01-29,1115.87734375,
748,2002-01-30,1135.064375,
749,2002-01-31,1141.9986354166667,
750,2002-02-01,1132.9773645833332,
751,2002-02-02,1125.1005833333334,
752,2002-02-03,1116.2139583333333,
753,2002-02-04,1101.33559375,
754,2002-02-05,1111.3667083333332,
755,2002-02-06,1131.4289375,
756,2002-02-07,1208.3117083333332,
757,2002-02-08,1248.77278125,
758,2002-02-09,1244.5314375,
759,2002-02-10,1241.7711979166668,
760,2002-02-11,1250.79246875,
761,2002-02-12,1257.861375,
762,2002-02-13,1258.1979895833333,
763,2002-02-14,1242.0525368421054,
764,2002-02-15,1217.0636875,
765,2002-02-16,1211.004625,
766,2002-02-17,1217.8042395833334,
767,2002-02-18,1248.2341979166667,
768,2002-02-19,1254.1586145833332,
769,2002-02-20,1254.3605833333334,
770,2002-02-21,1294.6870104166667,
771,2002-02-22,1309.76734375,
